GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
P2RY4	0.008	0.008	0.000	0.000	-	-	0.0252330223036556	0.008	0.008	0.000	0.000
TRPC3	0.004	0.004	0.000	0.000	-	-	0.0250410378406014	0.004	0.004	0.000	0.000
ITPR1	0.004	0.004	0.000	0.000	-	-	0.0247755737616829	0.004	0.004	0.000	0.000
INPP5D	0.004	0.004	0.000	0.000	-	-	0.0245388821933628	0.008	0.008	0.000	0.000
LRP8	0.004	0.004	0.000	0.000	-	-	0.0245100797115704	0.004	0.004	0.000	0.000
MYH9	0.004	0.004	0.000	0.000	CC	PC	0.0244979827348789	0.012	0.012	0.000	0.000
PVRL1	0.004	0.004	0.000	0.000	-	-	0.0235390629516779	0.004	0.004	0.000	0.000
SMARCAL1	0.004	0.004	0.000	0.000	-	-	0.0235114561335861	0.004	0.004	0.000	0.000
TPO	0.004	0.004	0.000	0.000	-	-	0.0229381669877904	0.004	0.004	0.000	0.000
SLC25A6	0.004	0.000	0.000	0.004	-	-	0.0229291440352337	0.008	0.000	0.000	0.008
RXRG	0.004	0.004	0.000	0.000	-	-	0.022880548501262	0.004	0.004	0.000	0.000
GABRR1	0.004	0.004	0.000	0.000	-	-	0.0228126941632744	0.008	0.004	0.004	0.000
NRXN3	0.004	0.004	0.000	0.000	-	-	0.0225895502755382	0.008	0.008	0.000	0.000
MFNG	0.004	0.004	0.000	0.000	-	-	0.0224831831005759	0.004	0.004	0.000	0.000
RHOC	0.004	0.004	0.000	0.000	-	-	0.0224535226397367	0.008	0.008	0.000	0.000
TFAP2B	0.004	0.004	0.000	0.000	-	-	0.0222787208166006	0.008	0.008	0.000	0.000
ACTRT1	0.004	0.004	0.000	0.000	-	-	0.0221727371791834	0.008	0.008	0.000	0.000
NUMB	0.004	0.004	0.000	0.000	-	-	0.0217648916727563	0.004	0.004	0.000	0.000
WWP1	0.012	0.008	0.000	0.004	-	-	0.0216356882456319	0.016	0.008	0.000	0.008
FZR1	0.008	0.008	0.000	0.000	-	-	0.0210536457289783	0.008	0.008	0.000	0.000
LRP10	0.004	0.004	0.000	0.000	-	-	0.0208142027652504	0.008	0.008	0.000	0.000
POU2F1	0.004	0.004	0.000	0.000	-	-	0.0207939866984472	0.004	0.004	0.000	0.000
KRT5	0.004	0.004	0.000	0.000	-	-	0.0207801592002862	0.004	0.004	0.000	0.000
CHD4	0.008	0.008	0.000	0.000	-	PC	0.0198404599810559	0.016	0.016	0.000	0.000
GRIA2	0.004	0.004	0.000	0.000	-	-	0.0197820589265415	0.004	0.004	0.000	0.000
SEMA6C	0.004	0.004	0.000	0.000	-	-	0.0194927999523365	0.004	0.004	0.000	0.000
JUND	0.004	0.004	0.000	0.000	-	-	0.0193149250920283	0.004	0.004	0.000	0.000
SETD2	0.004	0.004	0.000	0.000	CC	PC	0.0192245340634071	0.016	0.016	0.000	0.000
FANCA	0.004	0.004	0.000	0.000	CC	PC	0.0189322723050188	0.004	0.004	0.000	0.000
CNOT2	0.004	0.004	0.000	0.000	-	-	0.0188832879109023	0.004	0.004	0.000	0.000
GRIK5	0.004	0.004	0.000	0.000	-	-	0.0188082571678399	0.004	0.004	0.000	0.000
MYO18B	0.004	0.004	0.000	0.000	-	-	0.0186427288336456	0.020	0.020	0.000	0.000
PAK2	0.004	0.004	0.000	0.000	-	-	0.0185142824829391	0.004	0.004	0.000	0.000
SIRT2	0.004	0.004	0.000	0.000	-	-	0.0184547195525644	0.004	0.004	0.000	0.000
SV2A	0.004	0.004	0.000	0.000	-	-	0.0181855510506681	0.004	0.004	0.000	0.000
ALDH1A3	0.004	0.004	0.000	0.000	-	-	0.0180545187216615	0.004	0.004	0.000	0.000
MYO9A	0.004	0.004	0.000	0.000	-	-	0.0180266592483404	0.012	0.012	0.000	0.000
BLK	0.004	0.004	0.000	0.000	-	-	0.0177932631090342	0.008	0.004	0.004	0.000
ZMYM3	0.008	0.008	0.000	0.000	-	-	0.0175833336144085	0.020	0.020	0.000	0.000
SIPA1L1	0.008	0.008	0.000	0.000	-	-	0.0174811856039533	0.012	0.012	0.000	0.000
ZNFX1	0.004	0.004	0.000	0.000	-	-	0.0172983037186412	0.008	0.008	0.000	0.000
JAM2	0.004	0.004	0.000	0.000	-	-	0.0172566835490099	0.008	0.004	0.000	0.004
MYO9B	0.004	0.004	0.000	0.000	-	-	0.0171529082473696	0.008	0.008	0.000	0.000
LPA	0.004	0.004	0.000	0.000	-	-	0.017152384039742	0.004	0.004	0.000	0.000
SPTAN1	0.004	0.004	0.000	0.000	-	-	0.0165671460334152	0.004	0.004	0.000	0.000
CCNF	0.004	0.004	0.000	0.000	-	-	0.0164259927815504	0.004	0.004	0.000	0.000
TNFAIP6	0.004	0.004	0.000	0.000	-	-	0.0161846934999242	0.004	0.004	0.000	0.000
CFH	0.004	0.004	0.000	0.000	-	PC	0.0160677335237396	0.020	0.020	0.000	0.000
NOD1	0.008	0.004	0.000	0.004	-	-	0.0160301912744342	0.012	0.004	0.000	0.008
PARK2	0.004	0.004	0.000	0.000	-	-	0.0159739995095167	0.004	0.004	0.000	0.000
CHD6	0.004	0.004	0.000	0.000	-	-	0.015916902320288	0.016	0.016	0.000	0.000
TBL1XR1	0.004	0.000	0.000	0.004	-	PC	0.0157891586326225	0.008	0.004	0.000	0.004
NLRC4	0.004	0.004	0.000	0.000	-	-	0.015658262698141	0.004	0.004	0.000	0.000
NCAN	0.004	0.004	0.000	0.000	-	-	0.0155344522389492	0.008	0.008	0.000	0.000
LHX1	0.004	0.004	0.000	0.000	-	-	0.0152894883881294	0.008	0.008	0.000	0.000
GHR	0.004	0.004	0.000	0.000	-	-	0.0151294297211405	0.004	0.004	0.000	0.000
SYNJ2	0.004	0.004	0.000	0.000	-	-	0.0150275111463621	0.008	0.008	0.000	0.000
LRP3	0.004	0.004	0.000	0.000	-	-	0.0146064361746094	0.004	0.004	0.000	0.000
MDM4	0.004	0.004	0.000	0.000	CC	-	0.0145340455437714	0.004	0.004	0.000	0.000
CCND3	0.004	0.004	0.000	0.000	CC	-	0.0140429356157168	0.004	0.004	0.000	0.000
CALML6	0.004	0.004	0.000	0.000	-	-	0.0138739847262343	0.004	0.004	0.000	0.000
HNRNPC	0.004	0.004	0.000	0.000	-	-	0.0134845318263254	0.004	0.004	0.000	0.000
ADAM10	0.004	0.004	0.000	0.000	-	PC	0.0132481225596046	0.004	0.004	0.000	0.000
MYBL1	0.004	0.004	0.000	0.000	-	-	0.0132394708598671	0.012	0.004	0.000	0.008
CDC25B	0.004	0.004	0.000	0.000	-	-	0.0131262890379508	0.008	0.008	0.000	0.000
PDPK1	0.004	0.004	0.000	0.000	-	-	0.0129985605836629	0.004	0.004	0.000	0.000
STAT4	0.008	0.008	0.000	0.000	-	-	0.012950789706024	0.012	0.012	0.000	0.000
MX1	0.004	0.004	0.000	0.000	-	-	0.0122944115101272	0.008	0.008	0.000	0.000
HLA-DRA	0.004	0.004	0.000	0.000	-	-	0.0122635610615088	0.004	0.004	0.000	0.000
NOS1	0.004	0.004	0.000	0.000	-	-	0.0122496279974392	0.008	0.008	0.000	0.000
RPS6KA5	0.004	0.004	0.000	0.000	-	-	0.0120524168494147	0.012	0.012	0.000	0.000
CDK6	0.004	0.000	0.000	0.004	CC	-	0.011904876738298	0.004	0.000	0.000	0.004
IQGAP2	0.004	0.004	0.000	0.000	-	-	0.0118925862616848	0.004	0.004	0.000	0.000
STRN4	0.004	0.004	0.000	0.000	-	-	0.0116290629991486	0.004	0.004	0.000	0.000
KRT1	0.004	0.004	0.000	0.000	-	-	0.0115889756317064	0.008	0.008	0.000	0.000
OBSCN	0.004	0.004	0.000	0.000	-	-	0.0113054115521107	0.040	0.040	0.000	0.000
TLK1	0.004	0.004	0.000	0.000	-	-	0.011224125321186	0.004	0.004	0.000	0.000
DGKB	0.004	0.000	0.000	0.004	-	-	0.0112015916949169	0.008	0.004	0.000	0.004
CD163	0.004	0.004	0.000	0.000	-	-	0.0110828913557625	0.008	0.008	0.000	0.000
HTR2A	0.004	0.004	0.000	0.000	-	-	0.0110602082413359	0.008	0.008	0.000	0.000
TSC2	0.004	0.004	0.000	0.000	CC	PC	0.0110352091745568	0.008	0.008	0.000	0.000
LRRC59	0.004	0.004	0.000	0.000	-	-	0.010854887813963	0.004	0.004	0.000	0.000
MBD3	0.004	0.004	0.000	0.000	-	-	0.0108515391083161	0.004	0.004	0.000	0.000
MSH6	0.004	0.004	0.000	0.000	CC	-	0.0105664644598614	0.004	0.004	0.000	0.000
SMARCD2	0.004	0.004	0.000	0.000	-	-	0.0104148300607746	0.008	0.008	0.000	0.000
GSK3B	0.004	0.004	0.000	0.000	-	-	0.0103651569645562	0.004	0.004	0.000	0.000
PAG1	0.004	0.004	0.000	0.000	-	-	0.00970433254955996	0.024	0.008	0.000	0.016
SEMA4C	0.004	0.004	0.000	0.000	-	-	0.00969371057341468	0.008	0.008	0.000	0.000
TBL1X	0.004	0.000	0.000	0.004	-	-	0.00963704599761139	0.008	0.000	0.000	0.008
TLX1	0.004	0.004	0.000	0.000	CC	-	0.00941723528363393	0.004	0.004	0.000	0.000
LTBP1	0.004	0.004	0.000	0.000	-	-	0.00940305081756452	0.008	0.008	0.000	0.000
ARID1B	0.004	0.004	0.000	0.000	-	-	0.00882114760331369	0.004	0.004	0.000	0.000
SYNGAP1	0.004	0.004	0.000	0.000	-	-	0.00878755536831055	0.004	0.004	0.000	0.000
TFDP1	0.004	0.004	0.000	0.000	-	PC	0.00858892884832833	0.004	0.004	0.000	0.000
SERPINB5	0.004	0.004	0.000	0.000	-	-	0.00851079346549917	0.008	0.008	0.000	0.000
KCNA5	0.004	0.004	0.000	0.000	-	-	0.00850142119343754	0.008	0.008	0.000	0.000
IRF3	0.004	0.004	0.000	0.000	-	-	0.0084486999088046	0.008	0.008	0.000	0.000
DLC1	0.004	0.004	0.000	0.000	-	-	0.00839427223283762	0.024	0.016	0.004	0.004
WDR77	0.004	0.004	0.000	0.000	-	-	0.00831270752494611	0.004	0.004	0.000	0.000
PEG3	0.004	0.004	0.000	0.000	-	-	0.00829449182544135	0.008	0.008	0.000	0.000
PGM5	0.004	0.004	0.000	0.000	-	-	0.00764709073298079	0.004	0.004	0.000	0.000
TBL1Y	0.004	0.000	0.004	0.000	-	-	0.00761868586665175	0.016	0.000	0.016	0.000
TFDP3	0.004	0.004	0.000	0.000	-	-	0.00752483037638548	0.008	0.008	0.000	0.000
ANAPC1	0.004	0.004	0.000	0.000	-	PC	0.00750628320856004	0.012	0.012	0.000	0.000
GRB7	0.004	0.004	0.000	0.000	-	-	0.00741704515094262	0.004	0.004	0.000	0.000
RUNX1T1	0.004	0.004	0.000	0.000	-	-	0.00737214531130623	0.020	0.012	0.000	0.008
PLCG2	0.004	0.004	0.000	0.000	-	-	0.00721153083366964	0.012	0.004	0.008	0.000
SH3GL2	0.004	0.004	0.000	0.000	-	-	0.00706722447109766	0.004	0.004	0.000	0.000
CD3G	0.004	0.000	0.000	0.004	-	-	0.00703438722809111	0.008	0.000	0.000	0.008
APPL2	0.004	0.004	0.000	0.000	-	-	0.00700824551700679	0.004	0.004	0.000	0.000
CDC27	0.004	0.004	0.000	0.000	-	-	0.00685227293865746	0.008	0.008	0.000	0.000
ABCB1	0.004	0.004	0.000	0.000	-	PC	0.00684398844314778	0.012	0.012	0.000	0.004
MAP1A	0.004	0.004	0.000	0.000	-	-	0.00674671329569631	0.008	0.008	0.000	0.000
ANAPC5	0.004	0.004	0.000	0.000	-	-	0.00648187192665909	0.012	0.012	0.000	0.000
DTNA	0.004	0.004	0.000	0.000	-	-	0.00636702509645615	0.004	0.004	0.000	0.000
CAMK2A	0.004	0.004	0.000	0.000	-	-	0.00628092658927206	0.004	0.004	0.000	0.000
PPP3CC	0.004	0.004	0.000	0.000	-	-	0.00624521218845683	0.012	0.004	0.008	0.000
FZD6	0.004	0.004	0.000	0.000	-	-	0.006079612408205	0.008	0.004	0.000	0.004
SUV39H1	0.004	0.000	0.000	0.004	-	-	0.00600108513044504	0.004	0.000	0.000	0.004
ADRB1	0.004	0.004	0.000	0.000	-	-	0.00588989725740849	0.004	0.004	0.000	0.000
MCC	0.004	0.004	0.000	0.000	-	-	0.00573586628935405	0.016	0.016	0.000	0.000
RERE	0.004	0.004	0.000	0.000	-	-	0.00568980974255996	0.008	0.008	0.000	0.000
FPR1	0.004	0.004	0.000	0.000	-	-	0.00545976897929925	0.004	0.004	0.000	0.000
FBN1	0.004	0.004	0.000	0.000	-	-	0.00535973452305564	0.040	0.040	0.000	0.000
AGTR1	0.004	0.004	0.000	0.000	-	-	0.00507001393232833	0.008	0.008	0.000	0.000
PKN2	0.004	0.004	0.000	0.000	-	-	0.00499127565900734	0.008	0.008	0.000	0.000
ADAM12	0.004	0.004	0.000	0.000	-	-	0.00488279846569068	0.004	0.004	0.000	0.000
MED17	0.004	0.004	0.000	0.000	-	PC	0.00481178963997508	0.004	0.004	0.000	0.000
TLR9	0.004	0.004	0.000	0.000	-	-	0.00471884511848329	0.004	0.004	0.000	0.000
BAZ1B	0.004	0.004	0.000	0.000	-	-	0.0044390955490048	0.008	0.008	0.000	0.000
RPA2	0.004	0.004	0.000	0.000	-	-	0.00433900121732111	0.004	0.004	0.000	0.000
GPS2	0.004	0.004	0.000	0.000	-	PC	0.00405636064357298	0.004	0.004	0.000	0.000
