GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
ABCC1	0.003	0.003	0.000	0.000	-	-	1.6627335879585	0.018	0.018	0.000	0.000
PLXNA2	0.008	0.005	0.000	0.003	-	-	1.63638315006552	0.016	0.011	0.003	0.003
RHOC	0.005	0.003	0.000	0.003	-	-	1.63154241906358	0.008	0.005	0.000	0.003
TWIST1	0.003	0.000	0.000	0.003	-	-	1.62309642905918	0.011	0.000	0.000	0.011
PAK1	0.003	0.000	0.000	0.003	-	-	1.62309642905918	0.003	0.000	0.000	0.003
CXCR4	0.003	0.003	0.000	0.000	-	-	1.62309642905918	0.005	0.005	0.000	0.000
KCNH7	0.003	0.003	0.000	0.000	-	-	1.61580258427162	0.021	0.018	0.000	0.003
EVL	0.003	0.003	0.000	0.000	-	-	1.61580258427162	0.008	0.005	0.003	0.000
HOXA5	0.005	0.000	0.000	0.005	-	-	1.60567188392835	0.005	0.000	0.000	0.005
CYCS	0.005	0.000	0.000	0.005	-	-	1.60567188392835	0.005	0.000	0.000	0.005
MYBPC1	0.005	0.005	0.000	0.000	-	-	1.59431811402243	0.016	0.016	0.000	0.000
PAK2	0.005	0.005	0.000	0.000	-	-	1.58379371691959	0.005	0.005	0.000	0.000
PLXNA4	0.008	0.008	0.000	0.000	-	-	1.57450042081943	0.026	0.026	0.000	0.000
GSK3B	0.005	0.003	0.000	0.003	-	-	1.56788582705363	0.005	0.003	0.000	0.003
KCNA1	0.003	0.003	0.000	0.000	-	-	1.56672555611131	0.008	0.008	0.000	0.000
TOP2B	0.008	0.008	0.000	0.000	-	-	1.56481585171449	0.013	0.011	0.000	0.003
PCDHB7	0.003	0.003	0.000	0.000	-	-	1.53179218640899	0.021	0.021	0.000	0.000
CDH4	0.018	0.018	0.000	0.000	-	-	1.52629845405904	0.026	0.026	0.000	0.000
FCER1A	0.005	0.005	0.000	0.000	-	-	1.51516653125976	0.021	0.008	0.000	0.013
FOXA3	0.005	0.003	0.000	0.003	-	-	1.5123635412099	0.011	0.005	0.000	0.005
RHOBTB1	0.003	0.003	0.000	0.000	-	-	1.5123533500182	0.005	0.003	0.000	0.003
PDX1	0.003	0.003	0.000	0.000	-	-	1.5123533500182	0.003	0.003	0.000	0.000
NFKB1	0.003	0.003	0.000	0.000	-	-	1.5123533500182	0.003	0.003	0.000	0.000
GNAS	0.011	0.011	0.000	0.000	CC	PC	1.50099654154319	0.016	0.016	0.000	0.000
SOS1	0.003	0.003	0.000	0.000	-	PC	1.48679160310296	0.011	0.011	0.000	0.000
RAD21	0.003	0.003	0.000	0.000	-	PC	1.48679160310296	0.016	0.013	0.000	0.003
CCND3	0.003	0.003	0.000	0.000	CC	-	1.48679160310296	0.016	0.013	0.000	0.003
VASP	0.003	0.000	0.000	0.003	-	-	1.48009734560869	0.005	0.000	0.000	0.005
SRGAP3	0.003	0.003	0.000	0.000	CC	-	1.48009734560869	0.016	0.003	0.000	0.013
ANK3	0.005	0.005	0.000	0.000	-	-	1.44239353294274	0.029	0.026	0.000	0.003
RYBP	0.003	0.003	0.000	0.000	-	-	1.43611087754886	0.018	0.008	0.008	0.003
DTNB	0.003	0.003	0.000	0.000	-	-	1.43611087754886	0.008	0.008	0.000	0.000
POT1	0.005	0.005	0.000	0.000	-	-	1.41675082715603	0.011	0.011	0.000	0.000
HOXB8	0.003	0.003	0.000	0.000	-	-	1.40267250016326	0.005	0.005	0.000	0.000
CTNNAL1	0.008	0.008	0.000	0.000	-	-	1.40210752080932	0.021	0.021	0.000	0.000
SRGAP2	0.003	0.003	0.000	0.000	-	-	1.39800978967489	0.018	0.011	0.003	0.005
SIAH1	0.003	0.000	0.000	0.003	-	-	1.39800978967489	0.003	0.000	0.000	0.003
NFE2L2	0.008	0.008	0.000	0.000	CC	PC	1.39716373796606	0.026	0.026	0.000	0.000
BCR	0.005	0.003	0.000	0.003	CC	-	1.34704143747416	0.008	0.003	0.000	0.005
PRRX1	0.005	0.000	0.000	0.005	-	-	1.34482693413387	0.021	0.008	0.000	0.013
SPTBN1	0.008	0.008	0.000	0.000	-	-	1.34312590903331	0.029	0.029	0.000	0.000
RXRB	0.005	0.005	0.000	0.000	-	-	1.34024257785401	0.008	0.005	0.003	0.000
TFDP2	0.005	0.003	0.000	0.003	-	-	1.3166837913041	0.005	0.003	0.000	0.003
SELL	0.003	0.000	0.000	0.003	-	-	1.31315404124922	0.013	0.000	0.000	0.013
AP2A1	0.003	0.003	0.000	0.000	-	-	1.31315404124922	0.008	0.008	0.000	0.000
MRAS	0.003	0.000	0.000	0.003	-	-	1.31090582569547	0.005	0.003	0.000	0.003
GATA2	0.003	0.000	0.000	0.003	CC	-	1.31090582569547	0.005	0.000	0.000	0.005
CLDN18	0.003	0.000	0.000	0.003	-	-	1.31090582569547	0.003	0.000	0.000	0.003
SMAD7	0.008	0.005	0.000	0.003	-	-	1.29764171129159	0.008	0.005	0.000	0.003
SYNJ1	0.005	0.005	0.000	0.000	-	-	1.28904474961039	0.013	0.013	0.000	0.000
MAST1	0.005	0.005	0.000	0.000	-	-	1.28784007912732	0.008	0.008	0.000	0.000
CDKN1B	0.011	0.008	0.003	0.000	-	PC	1.27795167964069	0.024	0.021	0.003	0.000
EP400	0.005	0.005	0.000	0.000	-	-	1.2636057935735	0.024	0.024	0.000	0.000
GPS2	0.005	0.005	0.000	0.000	-	PC	1.25954925729961	0.011	0.011	0.000	0.000
SMARCA4	0.003	0.003	0.000	0.000	CC	PC	1.25685215206958	0.029	0.029	0.000	0.000
NR3C2	0.003	0.003	0.000	0.000	-	-	1.25685215206958	0.008	0.008	0.000	0.000
HDAC4	0.003	0.003	0.000	0.000	-	-	1.25685215206958	0.008	0.005	0.003	0.000
PIK3CD	0.003	0.003	0.000	0.000	-	-	1.25538098976546	0.008	0.008	0.000	0.000
MMP12	0.003	0.000	0.000	0.003	-	-	1.25538098976546	0.016	0.008	0.003	0.008
PRKG2	0.003	0.003	0.000	0.000	-	-	1.24266611816123	0.011	0.011	0.000	0.000
CACNA1A	0.016	0.016	0.000	0.000	-	-	1.23468427151315	0.034	0.034	0.000	0.000
DST	0.005	0.005	0.000	0.000	-	-	1.22778630167954	0.045	0.042	0.000	0.003
CHD4	0.008	0.008	0.000	0.000	-	PC	1.21660441395378	0.029	0.029	0.000	0.000
GATA3	0.011	0.003	0.000	0.008	CC	PC	1.2160776437216	0.016	0.003	0.000	0.013
PUM2	0.003	0.003	0.000	0.000	-	-	1.20341234029883	0.018	0.018	0.000	0.000
PRKD1	0.008	0.008	0.000	0.000	-	-	1.19585042603381	0.011	0.011	0.000	0.000
CSK	0.003	0.000	0.000	0.003	-	-	1.19195111133205	0.011	0.008	0.000	0.003
HOXC8	0.003	0.003	0.000	0.000	-	-	1.1836127504485	0.008	0.005	0.000	0.003
GNAI3	0.003	0.003	0.000	0.000	-	-	1.1836127504485	0.008	0.005	0.000	0.003
MYBPC2	0.008	0.008	0.000	0.000	-	-	1.17319811824076	0.013	0.013	0.000	0.000
MYH10	0.008	0.008	0.000	0.000	-	-	1.16899582690645	0.026	0.026	0.000	0.000
DLG1	0.003	0.003	0.000	0.000	-	-	1.16256438532595	0.008	0.008	0.000	0.000
DCHS2	0.011	0.011	0.000	0.000	-	-	1.1605345118679	0.026	0.026	0.000	0.000
MYLK	0.008	0.008	0.000	0.000	-	-	1.1546346612558	0.026	0.024	0.000	0.003
COL3A1	0.005	0.005	0.000	0.000	-	-	1.13657296956945	0.008	0.005	0.003	0.000
ITGA6	0.005	0.005	0.000	0.000	-	PC	1.13561300630153	0.011	0.011	0.000	0.000
ESR1	0.003	0.003	0.000	0.000	-	PC	1.12581792655259	0.003	0.003	0.000	0.000
PRKACA	0.003	0.003	0.000	0.000	-	-	1.12006051747243	0.003	0.003	0.000	0.000
NEDD9	0.003	0.003	0.000	0.000	-	-	1.12006051747243	0.011	0.008	0.003	0.000
NDUFS3	0.003	0.003	0.000	0.000	-	-	1.11689921265871	0.003	0.003	0.000	0.000
CD27	0.003	0.003	0.000	0.000	-	-	1.11689921265871	0.005	0.005	0.000	0.000
SMAD1	0.003	0.000	0.000	0.003	-	-	1.09952895902297	0.005	0.003	0.000	0.005
ERBB4	0.003	0.003	0.000	0.000	-	-	1.05817374739001	0.013	0.011	0.003	0.000
TBL1Y	0.032	0.003	0.029	0.000	-	-	1.05683553873576	0.061	0.005	0.055	0.000
RAC1	0.005	0.005	0.000	0.000	-	PC	1.05204704751223	0.005	0.005	0.000	0.000
COL6A1	0.003	0.003	0.000	0.000	-	-	1.0456087408109	0.005	0.005	0.000	0.000
CTBP1	0.003	0.000	0.000	0.003	-	-	1.03412957401909	0.008	0.003	0.003	0.003
TGFB1I1	0.003	0.003	0.000	0.000	-	-	1.02773937425162	0.003	0.003	0.000	0.000
MAPK1	0.003	0.003	0.000	0.000	-	-	1.02773937425162	0.005	0.003	0.000	0.003
MAGED1	0.003	0.003	0.000	0.000	-	-	1.02773937425162	0.005	0.003	0.000	0.003
TERF1	0.003	0.000	0.000	0.003	-	-	1.02327735890065	0.008	0.000	0.000	0.008
ROBO3	0.005	0.005	0.000	0.000	-	-	1.00430326097086	0.016	0.016	0.000	0.000
PKD1	0.005	0.005	0.000	0.000	-	-	1.00273847726161	0.024	0.024	0.000	0.000
KCNA3	0.003	0.003	0.000	0.000	-	-	1.00272116350836	0.011	0.011	0.000	0.000
SDC4	0.003	0.000	0.000	0.003	CC	-	0.997707986285995	0.005	0.000	0.000	0.005
VGLL2	0.003	0.003	0.000	0.000	-	-	0.996864831494763	0.005	0.003	0.003	0.000
NBN	0.005	0.005	0.000	0.000	-	-	0.996479803734616	0.013	0.013	0.000	0.000
THBS2	0.003	0.003	0.000	0.000	-	-	0.990670416513256	0.016	0.016	0.000	0.000
HMGB1	0.003	0.003	0.000	0.000	-	-	0.990670416513256	0.003	0.003	0.000	0.000
GRB2	0.003	0.003	0.000	0.000	-	-	0.974067703874356	0.003	0.003	0.000	0.000
POLR2A	0.003	0.003	0.000	0.000	-	-	0.945481598908095	0.005	0.005	0.000	0.000
CDC2L1	0.005	0.000	0.005	0.000	-	-	0.934340770377899	0.018	0.000	0.018	0.000
MYT1	0.003	0.003	0.000	0.000	-	-	0.920224922598583	0.011	0.011	0.000	0.000
BCL10	0.003	0.003	0.000	0.000	CC	-	0.920224922598583	0.005	0.005	0.000	0.000
RAC2	0.003	0.003	0.000	0.000	-	-	0.888332709015069	0.003	0.003	0.000	0.000
OCLN	0.013	0.000	0.000	0.013	-	-	0.887437502514469	0.032	0.008	0.000	0.024
GTF2H2	0.013	0.000	0.000	0.013	-	-	0.878084567681425	0.026	0.000	0.000	0.026
PPP1R13B	0.003	0.003	0.000	0.000	-	-	0.875321197795451	0.013	0.011	0.003	0.000
SUPT16H	0.003	0.003	0.000	0.000	-	-	0.872531967533266	0.013	0.013	0.000	0.000
MEFV	0.003	0.003	0.000	0.000	-	-	0.872531967533266	0.018	0.018	0.000	0.000
VHL	0.003	0.003	0.000	0.000	CC	PC	0.857707551474834	0.011	0.003	0.000	0.008
IRS1	0.003	0.003	0.000	0.000	-	-	0.857707551474834	0.013	0.011	0.003	0.000
DLD	0.003	0.000	0.000	0.003	-	-	0.857707551474834	0.005	0.003	0.000	0.003
ADAMTS7	0.003	0.003	0.000	0.000	-	-	0.838686129564449	0.013	0.013	0.000	0.000
ZAP70	0.003	0.003	0.000	0.000	-	-	0.83847528828096	0.011	0.008	0.000	0.003
HDAC1	0.003	0.003	0.000	0.000	-	-	0.832985904123142	0.003	0.003	0.000	0.000
STAT5B	0.003	0.003	0.000	0.000	-	-	0.826428173963158	0.008	0.008	0.000	0.000
RELB	0.003	0.000	0.000	0.003	-	-	0.806772792951715	0.003	0.000	0.000	0.003
COL16A1	0.005	0.005	0.000	0.000	-	-	0.801778948388936	0.011	0.011	0.000	0.000
ST8SIA2	0.003	0.003	0.000	0.000	-	-	0.781421262442902	0.003	0.003	0.000	0.000
NRAS	0.003	0.003	0.000	0.000	CC	PC	0.781421262442902	0.005	0.005	0.000	0.000
COL4A3	0.003	0.003	0.000	0.000	-	-	0.773581111228333	0.021	0.016	0.005	0.000
ITGA11	0.005	0.005	0.000	0.000	-	-	0.755369101557841	0.016	0.016	0.000	0.003
SNX17	0.003	0.003	0.000	0.000	-	-	0.747532125371454	0.005	0.005	0.000	0.000
VEGFA	0.003	0.003	0.000	0.000	-	-	0.74639712348924	0.005	0.005	0.000	0.000
PKD2	0.003	0.003	0.000	0.000	-	-	0.74639712348924	0.008	0.005	0.000	0.003
ZFHX3	0.011	0.011	0.000	0.000	-	PC	0.728170264519353	0.029	0.026	0.000	0.003
LMO3	0.003	0.003	0.000	0.000	-	-	0.724979731234668	0.003	0.003	0.000	0.000
HNRNPAB	0.003	0.003	0.000	0.000	-	-	0.724979731234668	0.003	0.003	0.000	0.000
TNNI2	0.003	0.003	0.000	0.000	-	-	0.714043529133559	0.003	0.003	0.000	0.000
NF2	0.003	0.003	0.000	0.000	CC	-	0.714043529133559	0.008	0.008	0.000	0.000
PCDH17	0.011	0.011	0.000	0.000	-	-	0.70497660857875	0.018	0.018	0.000	0.000
INSRR	0.005	0.005	0.000	0.000	-	-	0.680046663438321	0.011	0.011	0.000	0.000
PML	0.003	0.003	0.000	0.000	CC	-	0.673678220705032	0.018	0.013	0.000	0.005
MIB2	0.003	0.003	0.000	0.000	-	-	0.672092348401668	0.008	0.008	0.000	0.000
VIM	0.005	0.003	0.000	0.003	-	-	0.667712788164748	0.008	0.005	0.000	0.003
FGF3	0.003	0.003	0.000	0.000	-	-	0.663870981042694	0.029	0.005	0.000	0.026
POU4F1	0.003	0.003	0.000	0.000	-	-	0.657411733537538	0.011	0.011	0.000	0.000
LILRB1	0.003	0.003	0.000	0.000	-	-	0.652443253409143	0.018	0.016	0.000	0.003
PCSK6	0.003	0.003	0.000	0.000	-	-	0.648259726574166	0.013	0.013	0.000	0.000
SSRP1	0.005	0.005	0.000	0.000	-	-	0.631775615612891	0.011	0.011	0.000	0.000
PCDHA8	0.013	0.011	0.003	0.000	-	-	0.620629181028117	0.021	0.016	0.005	0.000
PCDHA13	0.013	0.013	0.000	0.000	-	-	0.59587029839752	0.016	0.016	0.000	0.000
DSP	0.005	0.005	0.000	0.000	-	-	0.594575924189545	0.040	0.037	0.003	0.000
YWHAH	0.003	0.003	0.000	0.000	-	-	0.593845454364773	0.008	0.003	0.000	0.005
PPARD	0.003	0.003	0.000	0.000	-	-	0.593845454364773	0.008	0.005	0.003	0.000
CASP1	0.005	0.005	0.000	0.000	-	-	0.591575957682391	0.013	0.011	0.003	0.000
SPARCL1	0.003	0.003	0.000	0.000	-	-	0.591050510481132	0.011	0.008	0.000	0.003
NR2F2	0.003	0.003	0.000	0.000	-	-	0.591050510481132	0.008	0.008	0.000	0.000
SH3KBP1	0.003	0.000	0.000	0.003	-	-	0.578387765231346	0.013	0.003	0.000	0.011
ELK1	0.003	0.000	0.000	0.003	-	-	0.578387765231346	0.008	0.000	0.000	0.008
CASK	0.003	0.000	0.000	0.003	-	-	0.578387765231346	0.011	0.003	0.000	0.008
APOB	0.005	0.005	0.000	0.000	-	-	0.57414543549979	0.047	0.045	0.000	0.003
NCAN	0.005	0.005	0.000	0.000	-	-	0.572937734002706	0.018	0.018	0.000	0.000
CHEK2	0.011	0.011	0.000	0.000	CC	PC	0.568707604295796	0.021	0.021	0.000	0.000
TG	0.005	0.005	0.000	0.000	-	-	0.568438361496502	0.024	0.021	0.000	0.003
CALML5	0.005	0.000	0.000	0.005	-	-	0.563587010254138	0.011	0.000	0.003	0.008
CHD1	0.008	0.003	0.005	0.000	-	-	0.528275989735534	0.045	0.029	0.016	0.000
VAV1	0.003	0.003	0.000	0.000	-	-	0.525184033328541	0.011	0.011	0.000	0.000
COL5A2	0.005	0.005	0.000	0.000	-	-	0.523101376824005	0.013	0.013	0.000	0.000
NR2F1	0.003	0.003	0.000	0.000	-	-	0.520268306372649	0.011	0.008	0.003	0.000
HDAC8	0.008	0.005	0.000	0.003	-	-	0.512287820373904	0.011	0.008	0.000	0.003
SSB	0.003	0.003	0.000	0.000	-	-	0.509901150049615	0.011	0.008	0.000	0.003
MLH1	0.003	0.003	0.000	0.000	CC	-	0.486924763081734	0.016	0.013	0.000	0.003
BCAR1	0.003	0.003	0.000	0.000	-	-	0.486924763081734	0.003	0.003	0.000	0.000
NACA	0.003	0.003	0.000	0.000	CC	-	0.478371329895467	0.005	0.005	0.000	0.000
CDH13	0.008	0.005	0.003	0.000	-	-	0.470112117574026	0.011	0.005	0.005	0.000
SPOP	0.003	0.003	0.000	0.000	-	PC	0.468645702670464	0.069	0.069	0.000	0.000
PLXNC1	0.003	0.003	0.000	0.000	-	-	0.462897599363533	0.008	0.008	0.000	0.000
PPIAL4	0.003	0.000	0.000	0.003	-	-	0.447578533611594	0.063	0.000	0.026	0.037
PCDHA1	0.008	0.008	0.000	0.000	-	-	0.4338242855923	0.018	0.018	0.000	0.000
REL	0.003	0.003	0.000	0.000	CC	-	0.412134749503172	0.005	0.005	0.000	0.000
PCDHA5	0.008	0.008	0.000	0.000	-	-	0.408548286903006	0.016	0.016	0.000	0.000
PCDH15	0.008	0.008	0.000	0.000	-	-	0.408524722673208	0.040	0.040	0.000	0.000
CELSR1	0.008	0.008	0.000	0.000	-	-	0.406463915479138	0.029	0.029	0.000	0.000
TP53BP1	0.008	0.008	0.000	0.000	-	PC	0.400087691265671	0.024	0.024	0.000	0.000
USF2	0.003	0.003	0.000	0.000	-	-	0.397093927564926	0.003	0.003	0.000	0.000
THBS1	0.005	0.005	0.000	0.000	-	-	0.395352387734477	0.008	0.005	0.003	0.000
PCDH19	0.005	0.003	0.000	0.003	-	-	0.394899502764239	0.029	0.018	0.000	0.011
CHD3	0.013	0.013	0.000	0.000	-	-	0.387858795567543	0.032	0.032	0.000	0.000
SUFU	0.003	0.003	0.000	0.000	CC	-	0.383273469613989	0.003	0.003	0.000	0.000
STOML3	0.003	0.003	0.000	0.000	-	-	0.383273469613989	0.013	0.005	0.008	0.000
NCAPG2	0.003	0.003	0.000	0.000	-	-	0.37422509606033	0.005	0.005	0.000	0.000
NRCAM	0.003	0.003	0.000	0.000	-	-	0.372670249335501	0.011	0.008	0.000	0.003
SCNN1B	0.005	0.005	0.000	0.000	-	-	0.369878861076418	0.011	0.008	0.000	0.003
PDE4C	0.003	0.003	0.000	0.000	-	-	0.364663725549992	0.008	0.008	0.000	0.000
PCSK5	0.005	0.005	0.000	0.000	-	-	0.361505866719513	0.034	0.034	0.000	0.000
ITGAD	0.003	0.003	0.000	0.000	-	-	0.350968480867063	0.008	0.008	0.000	0.000
PCDHGC5	0.008	0.008	0.000	0.000	-	-	0.349177152940346	0.016	0.016	0.000	0.000
TNFRSF10A	0.003	0.003	0.000	0.000	-	-	0.340209973429472	0.032	0.011	0.021	0.000
BACE1	0.003	0.003	0.000	0.000	-	-	0.335565537884652	0.003	0.003	0.000	0.000
PICALM	0.003	0.003	0.000	0.000	CC	-	0.333078504214457	0.003	0.003	0.000	0.000
PCDHGB3	0.008	0.008	0.000	0.000	-	-	0.322226845937663	0.018	0.018	0.000	0.000
CELSR2	0.011	0.011	0.000	0.000	-	-	0.321753482879819	0.021	0.021	0.000	0.000
TNC	0.003	0.003	0.000	0.000	-	-	0.31613120557977	0.018	0.018	0.000	0.000
MDM4	0.003	0.003	0.000	0.000	CC	-	0.310829452484256	0.003	0.003	0.000	0.000
HOXB3	0.003	0.003	0.000	0.000	-	-	0.309293570671652	0.003	0.003	0.000	0.000
TPM1	0.003	0.003	0.000	0.000	-	-	0.306989095140586	0.005	0.005	0.000	0.000
PCDH18	0.008	0.008	0.000	0.000	-	-	0.303723228824089	0.024	0.024	0.000	0.000
COL15A1	0.003	0.003	0.000	0.000	-	-	0.298189026600427	0.013	0.008	0.005	0.000
PIP5K1C	0.011	0.011	0.000	0.000	-	-	0.295498744866418	0.013	0.013	0.000	0.000
PCDHGA3	0.005	0.005	0.000	0.000	-	-	0.289467161687475	0.011	0.011	0.000	0.000
APBB3	0.011	0.011	0.000	0.000	-	-	0.28428904031138	0.011	0.011	0.000	0.000
ZNF638	0.003	0.003	0.000	0.000	-	-	0.280099835095636	0.008	0.008	0.000	0.000
ZNF417	0.003	0.003	0.000	0.000	-	-	0.280099835095636	0.005	0.005	0.000	0.000
HOXD10	0.003	0.003	0.000	0.000	-	-	0.262047636712889	0.008	0.008	0.000	0.000
CDH22	0.003	0.000	0.000	0.003	-	-	0.261304870421292	0.016	0.013	0.000	0.003
DAG1	0.003	0.003	0.000	0.000	-	-	0.254915175591295	0.005	0.005	0.000	0.000
MEN1	0.003	0.003	0.000	0.000	CC	-	0.248624944542713	0.005	0.005	0.000	0.000
ST8SIA3	0.003	0.003	0.000	0.000	-	-	0.24728710453709	0.008	0.008	0.000	0.000
PCDHGA12	0.005	0.005	0.000	0.000	-	-	0.246106035261565	0.008	0.008	0.000	0.000
MYH4	0.005	0.005	0.000	0.000	-	-	0.245723635958166	0.026	0.024	0.003	0.000
CRK	0.003	0.003	0.000	0.000	-	-	0.244092565859429	0.003	0.003	0.000	0.000
CACNA2D2	0.005	0.005	0.000	0.000	-	-	0.243038008966413	0.008	0.008	0.000	0.000
CDH9	0.003	0.003	0.000	0.000	-	-	0.240051840516198	0.016	0.011	0.000	0.005
KALRN	0.021	0.018	0.000	0.003	-	PC	0.224096133253548	0.029	0.026	0.000	0.003
MYH13	0.005	0.005	0.000	0.000	-	-	0.223594369324133	0.026	0.026	0.000	0.000
HIPK1	0.005	0.005	0.000	0.000	-	-	0.222567970019302	0.013	0.013	0.000	0.000
CACNA1H	0.008	0.008	0.000	0.000	-	-	0.220234914296091	0.008	0.008	0.000	0.000
PCDHAC2	0.005	0.005	0.000	0.000	-	-	0.21879058526923	0.011	0.011	0.000	0.000
PCDHB5	0.008	0.005	0.003	0.000	-	-	0.211168153883069	0.018	0.016	0.003	0.000
PCDHGA2	0.005	0.005	0.000	0.000	-	-	0.210841467988066	0.021	0.021	0.000	0.000
MYH2	0.003	0.003	0.000	0.000	-	-	0.209921861894097	0.018	0.016	0.003	0.000
DPYSL5	0.003	0.003	0.000	0.000	-	-	0.209921861894097	0.003	0.003	0.000	0.000
CHD6	0.003	0.003	0.000	0.000	-	-	0.209921861894097	0.034	0.034	0.000	0.000
RANBP6	0.003	0.003	0.000	0.000	-	-	0.194213973253093	0.008	0.008	0.000	0.003
HLA-A	0.005	0.005	0.000	0.000	-	PC	0.191224643838373	0.032	0.032	0.000	0.000
CPT1B	0.003	0.000	0.003	0.000	-	-	0.189595877145966	0.008	0.005	0.003	0.000
CDH12	0.005	0.005	0.000	0.000	-	-	0.187712054617761	0.016	0.011	0.000	0.005
TRPC7	0.005	0.005	0.000	0.000	-	-	0.186567385664709	0.005	0.005	0.000	0.000
FLT4	0.005	0.005	0.000	0.000	-	-	0.185899436010485	0.008	0.008	0.000	0.000
PCDHGA5	0.003	0.003	0.000	0.000	-	-	0.184774385966391	0.011	0.011	0.000	0.000
PCDHGB7	0.005	0.005	0.000	0.000	-	-	0.177576593242223	0.013	0.013	0.000	0.000
EED	0.003	0.003	0.000	0.000	-	-	0.175153631330453	0.011	0.011	0.000	0.000
PTPRC	0.005	0.005	0.000	0.000	-	-	0.173479750974168	0.018	0.018	0.000	0.000
RGS4	0.008	0.003	0.000	0.005	-	-	0.170269611220372	0.026	0.003	0.000	0.024
RYR1	0.008	0.008	0.000	0.000	-	-	0.168864623380327	0.050	0.047	0.000	0.003
PCDHGA6	0.003	0.003	0.000	0.000	-	-	0.168640176983266	0.008	0.008	0.000	0.000
CRMP1	0.003	0.003	0.000	0.000	-	-	0.167402861092457	0.013	0.011	0.003	0.000
TRDN	0.003	0.003	0.000	0.000	-	-	0.165751471651486	0.011	0.008	0.000	0.003
CNTNAP2	0.011	0.011	0.000	0.000	-	-	0.163557333315128	0.021	0.021	0.000	0.000
RAI14	0.003	0.003	0.000	0.000	-	-	0.163032016501711	0.016	0.013	0.000	0.003
HIST1H2BK	0.003	0.003	0.000	0.000	-	-	0.161031335605878	0.008	0.005	0.000	0.003
THBS4	0.003	0.003	0.000	0.000	-	-	0.155090326142106	0.008	0.008	0.000	0.000
GIT2	0.003	0.003	0.000	0.000	-	-	0.155090326142106	0.003	0.003	0.000	0.000
NLRP12	0.003	0.003	0.000	0.000	-	-	0.15444104517912	0.005	0.005	0.000	0.000
ATF2	0.003	0.003	0.000	0.000	-	-	0.150779332959888	0.003	0.003	0.000	0.000
PCDHGA9	0.003	0.003	0.000	0.000	-	-	0.148644616857398	0.011	0.011	0.000	0.000
BCL6	0.003	0.003	0.000	0.000	CC	-	0.148147263173177	0.008	0.008	0.000	0.000
TCF7L2	0.005	0.005	0.000	0.000	CC	PC	0.14663644777492	0.005	0.005	0.000	0.000
CDH24	0.003	0.003	0.000	0.000	-	-	0.145242569759132	0.005	0.005	0.000	0.000
CDX1	0.003	0.003	0.000	0.000	-	-	0.144944263453919	0.003	0.003	0.000	0.000
PCDHA7	0.003	0.003	0.000	0.000	-	-	0.141153942410801	0.016	0.016	0.000	0.000
HOXB13	0.003	0.003	0.000	0.000	-	-	0.140245838418774	0.008	0.008	0.000	0.000
IL16	0.003	0.003	0.000	0.000	-	-	0.139652943491168	0.011	0.011	0.000	0.000
COPB2	0.003	0.003	0.000	0.000	-	-	0.137740462867407	0.013	0.011	0.000	0.003
CDH18	0.003	0.003	0.000	0.000	-	-	0.137675665529567	0.018	0.013	0.000	0.005
GRB14	0.008	0.005	0.003	0.000	-	-	0.136933849842205	0.013	0.011	0.003	0.000
ATG16L2	0.003	0.003	0.000	0.000	-	-	0.136470327418393	0.011	0.005	0.000	0.005
CDH17	0.003	0.003	0.000	0.000	-	-	0.132622408171799	0.011	0.005	0.000	0.005
PCDH11X	0.003	0.003	0.000	0.000	-	-	0.129741082109065	0.011	0.011	0.000	0.000
PCDHB10	0.003	0.003	0.000	0.000	-	-	0.127970664435194	0.013	0.011	0.003	0.000
ICAM3	0.003	0.003	0.000	0.000	-	-	0.127259891120456	0.008	0.008	0.000	0.000
FASN	0.003	0.003	0.000	0.000	-	-	0.124275714331374	0.008	0.008	0.000	0.000
CNTNAP5	0.005	0.005	0.000	0.000	-	-	0.123680604976216	0.024	0.024	0.000	0.000
CDH6	0.003	0.003	0.000	0.000	-	-	0.123639833062571	0.018	0.018	0.000	0.003
EPB41L3	0.021	0.021	0.000	0.000	-	-	0.122912552302556	0.032	0.032	0.000	0.000
BAZ1B	0.005	0.005	0.000	0.000	-	-	0.12256211274064	0.011	0.011	0.000	0.000
ACAN	0.003	0.003	0.000	0.000	-	-	0.115527220729333	0.032	0.032	0.000	0.000
CDH11	0.005	0.005	0.000	0.000	CC	-	0.113232798314973	0.016	0.016	0.000	0.000
KCNJ5	0.003	0.003	0.000	0.000	-	-	0.113190138238131	0.005	0.005	0.000	0.000
SPEN	0.011	0.011	0.000	0.000	-	PC	0.112013387515378	0.040	0.037	0.000	0.003
PRMT5	0.008	0.008	0.000	0.000	-	-	0.111597387537284	0.011	0.011	0.000	0.000
HOXC4	0.003	0.003	0.000	0.000	-	-	0.107356052957457	0.011	0.008	0.000	0.003
GGCX	0.003	0.003	0.000	0.000	-	-	0.104723647356951	0.008	0.008	0.000	0.000
CDH26	0.003	0.003	0.000	0.000	-	-	0.103324807623601	0.008	0.008	0.000	0.000
POU3F2	0.003	0.000	0.003	0.000	-	-	0.101503799166445	0.005	0.000	0.005	0.000
