GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
SRPK1	0.005	0.005	0.000	0.000	-	-	2.62170209323464	0.010	0.010	0.000	0.000
MEIS1	0.015	0.015	0.000	0.000	-	-	2.59788186272401	0.040	0.040	0.000	0.000
TUBA3C	0.010	0.010	0.000	0.000	-	-	2.56084261180482	0.071	0.071	0.000	0.000
CCNA1	0.020	0.020	0.000	0.000	-	-	2.53456410917944	0.040	0.040	0.000	0.000
IKBKB	0.010	0.005	0.000	0.005	-	-	2.53129188175655	0.015	0.010	0.000	0.005
STAT5B	0.005	0.005	0.000	0.000	-	-	2.52429025382888	0.030	0.030	0.000	0.000
DLAT	0.005	0.005	0.000	0.000	-	-	2.52429025382888	0.020	0.020	0.000	0.000
CDKN1B	0.005	0.005	0.000	0.000	-	PC	2.52429025382888	0.015	0.015	0.000	0.000
CCNK	0.005	0.005	0.000	0.000	-	-	2.52429025382888	0.010	0.010	0.000	0.000
ARAP1	0.005	0.005	0.000	0.000	-	-	2.52429025382888	0.056	0.056	0.000	0.000
SMPD1	0.015	0.015	0.000	0.000	-	-	2.51730808172453	0.061	0.061	0.000	0.000
ST8SIA4	0.005	0.005	0.000	0.000	-	-	2.49767957783696	0.025	0.025	0.000	0.000
CHRNA1	0.005	0.005	0.000	0.000	-	-	2.49767957783696	0.020	0.020	0.000	0.000
FZR1	0.010	0.010	0.000	0.000	-	-	2.47781534976812	0.010	0.010	0.000	0.000
NCSTN	0.005	0.005	0.000	0.000	-	-	2.46377453627677	0.005	0.005	0.000	0.000
IKBKG	0.005	0.005	0.000	0.000	-	-	2.46377453627677	0.005	0.005	0.000	0.000
EIF2AK2	0.005	0.005	0.000	0.000	-	-	2.46377453627677	0.010	0.010	0.000	0.000
RXRA	0.005	0.005	0.000	0.000	-	PC	2.41859045138671	0.030	0.030	0.000	0.000
POLE2	0.005	0.005	0.000	0.000	-	-	2.41859045138671	0.025	0.025	0.000	0.000
ERCC4	0.005	0.005	0.000	0.000	CC	-	2.41859045138671	0.025	0.025	0.000	0.000
CLIP1	0.010	0.010	0.000	0.000	-	PC	2.40841098815536	0.035	0.035	0.000	0.000
LRPPRC	0.015	0.015	0.000	0.000	-	-	2.40501382906474	0.025	0.025	0.000	0.000
THBS4	0.005	0.005	0.000	0.000	-	-	2.37471753314926	0.020	0.020	0.000	0.000
PTPN7	0.005	0.005	0.000	0.000	-	-	2.37471753314926	0.010	0.010	0.000	0.000
DOCK1	0.005	0.005	0.000	0.000	-	-	2.37471753314926	0.051	0.051	0.000	0.000
ADAMTS14	0.005	0.005	0.000	0.000	-	-	2.37471753314926	0.040	0.040	0.000	0.000
POLR3B	0.010	0.010	0.000	0.000	-	-	2.36755621132058	0.015	0.015	0.000	0.000
ZYX	0.005	0.005	0.000	0.000	-	-	2.364229146776	0.010	0.010	0.000	0.000
PSMD5	0.005	0.005	0.000	0.000	-	-	2.364229146776	0.010	0.010	0.000	0.000
PLAU	0.005	0.005	0.000	0.000	-	-	2.364229146776	0.015	0.015	0.000	0.000
PIK3R5	0.005	0.005	0.000	0.000	-	-	2.364229146776	0.015	0.015	0.000	0.000
MAP3K7	0.005	0.005	0.000	0.000	-	-	2.364229146776	0.010	0.010	0.000	0.000
HDAC4	0.005	0.005	0.000	0.000	-	-	2.364229146776	0.030	0.030	0.000	0.000
EPAS1	0.005	0.005	0.000	0.000	-	-	2.364229146776	0.010	0.010	0.000	0.000
DPYSL5	0.005	0.005	0.000	0.000	-	-	2.364229146776	0.025	0.025	0.000	0.000
FZD10	0.015	0.015	0.000	0.000	-	-	2.34140646960068	0.030	0.030	0.000	0.000
PIK3R2	0.005	0.005	0.000	0.000	-	-	2.33555312068536	0.005	0.005	0.000	0.000
MCM4	0.005	0.005	0.000	0.000	-	-	2.33555312068536	0.015	0.015	0.000	0.000
NR3C1	0.010	0.010	0.000	0.000	-	-	2.33357842372305	0.010	0.010	0.000	0.000
PAX4	0.005	0.005	0.000	0.000	-	-	2.30108241848274	0.005	0.005	0.000	0.000
PSEN2	0.005	0.005	0.000	0.000	-	-	2.29105086854918	0.020	0.020	0.000	0.000
POLR1D	0.005	0.005	0.000	0.000	-	-	2.29105086854918	0.015	0.015	0.000	0.000
NUP133	0.005	0.005	0.000	0.000	-	-	2.29105086854918	0.025	0.025	0.000	0.000
CRY1	0.005	0.005	0.000	0.000	-	-	2.29105086854918	0.010	0.010	0.000	0.000
CDC5L	0.005	0.005	0.000	0.000	-	-	2.29105086854918	0.025	0.025	0.000	0.000
CD19	0.005	0.005	0.000	0.000	-	-	2.29105086854918	0.020	0.020	0.000	0.000
MICAL1	0.010	0.010	0.000	0.000	-	-	2.27460265398079	0.051	0.051	0.000	0.000
TP53BP1	0.005	0.005	0.000	0.000	-	PC	2.26556056023394	0.025	0.025	0.000	0.000
RAET1E	0.005	0.005	0.000	0.000	-	-	2.26556056023394	0.020	0.020	0.000	0.000
LILRB3	0.005	0.005	0.000	0.000	-	-	2.26556056023394	0.035	0.035	0.000	0.000
KPNA5	0.005	0.005	0.000	0.000	-	-	2.26556056023394	0.010	0.010	0.000	0.000
CD82	0.005	0.005	0.000	0.000	-	-	2.26556056023394	0.010	0.010	0.000	0.000
PAX3	0.010	0.010	0.000	0.000	CC	-	2.25460643348698	0.051	0.051	0.000	0.000
SPTA1	0.101	0.101	0.000	0.000	-	-	2.19785688660652	0.116	0.116	0.000	0.000
PBX1	0.005	0.005	0.000	0.000	CC	-	2.19769581491735	0.020	0.020	0.000	0.000
NAP1L1	0.005	0.005	0.000	0.000	-	-	2.19769581491735	0.015	0.015	0.000	0.000
IKZF1	0.005	0.005	0.000	0.000	CC	-	2.19769581491735	0.025	0.025	0.000	0.000
COL22A1	0.005	0.005	0.000	0.000	-	-	2.19769581491735	0.071	0.071	0.000	0.000
DOK1	0.010	0.010	0.000	0.000	-	-	2.19412980987044	0.015	0.015	0.000	0.000
PIK3R3	0.010	0.010	0.000	0.000	-	-	2.18460119573208	0.010	0.010	0.000	0.000
COL6A2	0.015	0.015	0.000	0.000	-	-	2.17170845099408	0.045	0.045	0.000	0.000
PSG1	0.005	0.005	0.000	0.000	-	-	2.08910932818304	0.030	0.030	0.000	0.000
CLK1	0.005	0.005	0.000	0.000	-	-	2.08910932818304	0.010	0.010	0.000	0.000
ADAMTS7	0.005	0.005	0.000	0.000	-	-	2.08910932818304	0.061	0.061	0.000	0.000
BUB1	0.010	0.010	0.000	0.000	-	-	2.08744334715617	0.025	0.025	0.000	0.000
TRAF1	0.005	0.005	0.000	0.000	-	-	2.06478643128655	0.010	0.010	0.000	0.000
MAP2K6	0.005	0.005	0.000	0.000	-	-	2.06478643128655	0.010	0.010	0.000	0.000
GSK3B	0.005	0.005	0.000	0.000	-	-	2.06478643128655	0.025	0.025	0.000	0.000
IL18	0.010	0.010	0.000	0.000	-	-	2.0555028568806	0.015	0.015	0.000	0.000
PI4KA	0.005	0.005	0.000	0.000	-	-	2.04969134202994	0.045	0.045	0.000	0.000
KCNQ1	0.005	0.005	0.000	0.000	-	-	2.02893396838737	0.035	0.035	0.000	0.000
ITGA1	0.005	0.005	0.000	0.000	-	-	2.02893396838737	0.040	0.040	0.000	0.000
SH3BP5	0.005	0.005	0.000	0.000	-	-	2.0229076542124	0.015	0.015	0.000	0.000
MYH8	0.005	0.005	0.000	0.000	-	-	2.0229076542124	0.061	0.061	0.000	0.000
FNTA	0.005	0.005	0.000	0.000	-	-	2.0229076542124	0.025	0.025	0.000	0.000
ACTR1B	0.005	0.005	0.000	0.000	-	-	2.0229076542124	0.020	0.020	0.000	0.000
ITGA7	0.010	0.010	0.000	0.000	-	-	2.01866631490494	0.045	0.045	0.000	0.000
GRIA1	0.015	0.015	0.000	0.000	-	-	2.01526603394897	0.040	0.040	0.000	0.000
COL4A3	0.005	0.005	0.000	0.000	-	-	1.99829773683853	0.040	0.040	0.000	0.000
LHX4	0.005	0.005	0.000	0.000	-	-	1.99144085280388	0.020	0.020	0.000	0.000
SRMS	0.010	0.010	0.000	0.000	-	-	1.96631525250864	0.025	0.025	0.000	0.000
NOX3	0.005	0.005	0.000	0.000	-	-	1.95607777207599	0.025	0.025	0.000	0.000
CAMK2D	0.005	0.005	0.000	0.000	-	-	1.95607777207599	0.020	0.020	0.000	0.000
BCL2L11	0.005	0.005	0.000	0.000	-	-	1.95607777207599	0.010	0.010	0.000	0.000
RUNX1T1	0.005	0.005	0.000	0.000	-	-	1.94225609245785	0.040	0.040	0.000	0.000
GNA12	0.005	0.005	0.000	0.000	-	-	1.94225609245785	0.015	0.015	0.000	0.000
RHOT2	0.005	0.005	0.000	0.000	-	-	1.91866940934167	0.015	0.015	0.000	0.000
MEIS2	0.005	0.005	0.000	0.000	-	-	1.91866940934167	0.015	0.015	0.000	0.000
NOV	0.015	0.015	0.000	0.000	-	-	1.89331226707855	0.040	0.040	0.000	0.000
NPR1	0.005	0.005	0.000	0.000	-	-	1.85483408279122	0.015	0.015	0.000	0.000
IKZF2	0.005	0.005	0.000	0.000	-	-	1.85483408279122	0.025	0.025	0.000	0.000
IARS	0.005	0.005	0.000	0.000	-	-	1.84333535226276	0.025	0.025	0.000	0.000
CD93	0.005	0.005	0.000	0.000	-	-	1.84333535226276	0.030	0.025	0.000	0.005
CDC27	0.010	0.010	0.000	0.000	-	-	1.77279687307928	0.035	0.035	0.000	0.000
IVL	0.010	0.010	0.000	0.000	-	-	1.77082481472019	0.025	0.025	0.000	0.000
VTN	0.005	0.005	0.000	0.000	-	-	1.75468323580835	0.010	0.010	0.000	0.000
TUBB2A	0.005	0.005	0.000	0.000	-	-	1.75468323580835	0.020	0.020	0.000	0.000
POLD1	0.005	0.005	0.000	0.000	-	-	1.75468323580835	0.051	0.051	0.000	0.000
PAX5	0.005	0.005	0.000	0.000	CC	-	1.75468323580835	0.030	0.030	0.000	0.000
ATN1	0.005	0.005	0.000	0.000	-	-	1.75468323580835	0.061	0.061	0.000	0.000
STAG2	0.005	0.005	0.000	0.000	-	PC	1.74092114538979	0.005	0.005	0.000	0.000
ABL2	0.015	0.015	0.000	0.000	CC	-	1.72061691899139	0.051	0.051	0.000	0.000
XRCC3	0.005	0.005	0.000	0.000	-	-	1.67885404622885	0.010	0.010	0.000	0.000
INSRR	0.005	0.005	0.000	0.000	-	-	1.67794920744712	0.056	0.056	0.000	0.000
FANCD2	0.010	0.010	0.000	0.000	CC	-	1.668635044598	0.020	0.020	0.000	0.000
CACNA1E	0.040	0.040	0.000	0.000	-	-	1.66637333050371	0.116	0.116	0.000	0.000
HMGB2	0.005	0.005	0.000	0.000	-	-	1.6590282237813	0.005	0.005	0.000	0.000
HLA-G	0.005	0.005	0.000	0.000	-	-	1.6590282237813	0.015	0.015	0.000	0.000
PCDH10	0.025	0.025	0.000	0.000	-	-	1.65757997465342	0.096	0.096	0.000	0.000
TRIO	0.005	0.005	0.000	0.000	-	PC	1.64089372985775	0.051	0.051	0.000	0.000
LIG1	0.005	0.005	0.000	0.000	-	-	1.64089372985775	0.040	0.040	0.000	0.000
ADCY5	0.005	0.005	0.000	0.000	-	-	1.64089372985775	0.066	0.066	0.000	0.000
UBE2E1	0.005	0.005	0.000	0.000	-	-	1.63474097920432	0.005	0.005	0.000	0.000
CCNB2	0.005	0.005	0.000	0.000	-	-	1.63474097920432	0.010	0.010	0.000	0.000
SBF1	0.005	0.005	0.000	0.000	-	-	1.63364936241101	0.071	0.071	0.000	0.000
HDAC7	0.010	0.010	0.000	0.000	-	-	1.61507174656628	0.015	0.015	0.000	0.000
STK4	0.005	0.005	0.000	0.000	-	-	1.60747385752927	0.010	0.010	0.000	0.000
DUSP6	0.005	0.005	0.000	0.000	-	-	1.60747385752927	0.020	0.020	0.000	0.000
ADAMTS6	0.005	0.005	0.000	0.000	-	-	1.60747385752927	0.020	0.020	0.000	0.000
PIP4K2B	0.005	0.005	0.000	0.000	-	-	1.51087406884756	0.020	0.020	0.000	0.000
HGS	0.005	0.005	0.000	0.000	-	-	1.51087406884756	0.025	0.025	0.000	0.000
COL3A1	0.015	0.015	0.000	0.000	-	-	1.49846001627434	0.045	0.045	0.000	0.000
RARB	0.005	0.005	0.000	0.000	-	-	1.49674139059036	0.035	0.035	0.000	0.000
FANCL	0.005	0.005	0.000	0.000	-	-	1.49674139059036	0.025	0.025	0.000	0.000
MGP	0.005	0.005	0.000	0.000	-	-	1.49214471025112	0.010	0.010	0.000	0.000
CASP2	0.005	0.005	0.000	0.000	-	-	1.47345890754195	0.015	0.015	0.000	0.000
ALK	0.005	0.005	0.000	0.000	CC	-	1.47345890754195	0.045	0.045	0.000	0.000
SMARCC2	0.005	0.005	0.000	0.000	-	-	1.45347321891133	0.045	0.045	0.000	0.000
MAG	0.005	0.005	0.000	0.000	-	-	1.45347321891133	0.020	0.020	0.000	0.000
DOK5	0.005	0.005	0.000	0.000	-	-	1.45248266546713	0.020	0.020	0.000	0.000
MSH6	0.005	0.005	0.000	0.000	CC	-	1.43032697995058	0.045	0.045	0.000	0.000
LIMS1	0.005	0.005	0.000	0.000	-	-	1.43032697995058	0.005	0.005	0.000	0.000
NFIC	0.005	0.005	0.000	0.000	-	-	1.42261806781653	0.015	0.015	0.000	0.000
CISH	0.005	0.005	0.000	0.000	-	-	1.42261806781653	0.010	0.010	0.000	0.000
OCRL	0.005	0.005	0.000	0.000	-	-	1.4222882639795	0.025	0.025	0.000	0.000
GRIN2B	0.010	0.010	0.000	0.000	-	-	1.38777427500907	0.045	0.045	0.000	0.000
RPA2	0.005	0.005	0.000	0.000	-	-	1.36897081379944	0.005	0.005	0.000	0.000
PARK2	0.005	0.005	0.000	0.000	-	-	1.36695811616785	0.025	0.025	0.000	0.000
PCDH17	0.076	0.076	0.000	0.000	-	-	1.36317090959577	0.091	0.091	0.000	0.000
NGEF	0.005	0.005	0.000	0.000	-	-	1.36094479479355	0.020	0.020	0.000	0.000
ITPR1	0.005	0.005	0.000	0.000	-	-	1.36094479479355	0.076	0.076	0.000	0.000
SDC2	0.005	0.005	0.000	0.000	-	-	1.35729380918692	0.015	0.015	0.000	0.000
SEMA6C	0.005	0.005	0.000	0.000	-	-	1.34609799425277	0.040	0.040	0.000	0.000
TIAM1	0.010	0.010	0.000	0.000	-	-	1.34312238825512	0.081	0.081	0.000	0.000
WT1	0.010	0.010	0.000	0.000	CC	PC	1.31083140354381	0.015	0.015	0.000	0.000
TRADD	0.005	0.005	0.000	0.000	-	-	1.30796132991834	0.010	0.010	0.000	0.000
FANCE	0.005	0.005	0.000	0.000	CC	-	1.30796132991834	0.010	0.010	0.000	0.000
COL1A1	0.005	0.005	0.000	0.000	CC	-	1.30796132991834	0.035	0.035	0.000	0.000
POLB	0.005	0.000	0.000	0.005	-	-	1.3057393788151	0.015	0.010	0.000	0.005
HNRNPA3	0.005	0.005	0.000	0.000	-	-	1.3057393788151	0.005	0.005	0.000	0.000
GRB10	0.005	0.005	0.000	0.000	-	-	1.30499647199823	0.010	0.010	0.000	0.000
MALT1	0.005	0.005	0.000	0.000	CC	-	1.29138721187581	0.015	0.015	0.000	0.000
EPOR	0.005	0.005	0.000	0.000	-	-	1.29138721187581	0.010	0.010	0.000	0.000
HLA-DPA1	0.005	0.005	0.000	0.000	-	-	1.28014464264117	0.020	0.020	0.000	0.000
ADAMTS10	0.005	0.005	0.000	0.000	-	-	1.28014464264117	0.035	0.035	0.000	0.000
COL19A1	0.010	0.010	0.000	0.000	-	-	1.27352716689486	0.045	0.045	0.000	0.000
TSC2	0.005	0.005	0.000	0.000	CC	PC	1.25505805569847	0.025	0.025	0.000	0.000
MKNK2	0.005	0.005	0.000	0.000	-	-	1.25505805569847	0.005	0.005	0.000	0.000
APOB	0.020	0.020	0.000	0.000	-	-	1.25459638956829	0.121	0.121	0.000	0.000
LAMC2	0.005	0.005	0.000	0.000	-	-	1.234228125015	0.025	0.025	0.000	0.000
PLCZ1	0.005	0.005	0.000	0.000	-	-	1.22555250294145	0.040	0.040	0.000	0.000
PIN1	0.005	0.005	0.000	0.000	-	-	1.22555250294145	0.010	0.010	0.000	0.000
CTSF	0.005	0.005	0.000	0.000	-	-	1.22555250294145	0.020	0.020	0.000	0.000
ARID4B	0.005	0.005	0.000	0.000	-	-	1.22555250294145	0.025	0.025	0.000	0.000
PLCB3	0.005	0.005	0.000	0.000	-	-	1.22071697263662	0.045	0.045	0.000	0.000
TNF	0.005	0.005	0.000	0.000	-	-	1.18448283765355	0.005	0.005	0.000	0.000
NFKB1	0.005	0.005	0.000	0.000	-	-	1.18448283765355	0.005	0.005	0.000	0.000
HDAC2	0.005	0.005	0.000	0.000	-	-	1.18448283765355	0.020	0.020	0.000	0.000
TNIK	0.005	0.005	0.000	0.000	-	-	1.15068877010385	0.051	0.051	0.000	0.000
KRR1	0.005	0.005	0.000	0.000	-	-	1.15068877010385	0.010	0.010	0.000	0.000
FGF17	0.005	0.005	0.000	0.000	-	-	1.15068877010385	0.015	0.015	0.000	0.000
PTPRF	0.005	0.005	0.000	0.000	-	-	1.14652468725281	0.035	0.035	0.000	0.000
F2	0.005	0.005	0.000	0.000	-	-	1.14652468725281	0.025	0.025	0.000	0.000
EGF	0.005	0.005	0.000	0.000	-	-	1.14652468725281	0.010	0.010	0.000	0.000
ITGA6	0.005	0.005	0.000	0.000	-	PC	1.04665408106527	0.040	0.040	0.000	0.000
HRAS	0.005	0.005	0.000	0.000	CC	PC	1.04665408106527	0.005	0.005	0.000	0.000
CDH23	0.010	0.010	0.000	0.000	-	-	1.0278244758876	0.091	0.091	0.000	0.000
ITGAD	0.005	0.005	0.000	0.000	-	-	1.0070760734002	0.030	0.030	0.000	0.000
PML	0.005	0.005	0.000	0.000	CC	-	0.990652618960631	0.040	0.040	0.000	0.000
MYBL1	0.005	0.005	0.000	0.000	-	-	0.990652618960631	0.030	0.030	0.000	0.000
JUNB	0.005	0.005	0.000	0.000	-	-	0.990652618960631	0.005	0.005	0.000	0.000
IRF7	0.005	0.005	0.000	0.000	-	-	0.990652618960631	0.005	0.005	0.000	0.000
HUS1	0.005	0.005	0.000	0.000	-	-	0.990652618960631	0.005	0.005	0.000	0.000
PCDHA7	0.071	0.071	0.000	0.000	-	-	0.967167331155501	0.116	0.116	0.000	0.000
GABRB3	0.015	0.015	0.000	0.000	-	-	0.939205753159879	0.020	0.020	0.000	0.000
TAF1A	0.005	0.005	0.000	0.000	-	-	0.879604723733848	0.010	0.010	0.000	0.000
RPL5	0.010	0.010	0.000	0.000	-	PC	0.87826058517553	0.025	0.025	0.000	0.000
KHDRBS1	0.005	0.005	0.000	0.000	-	-	0.875080359686485	0.015	0.015	0.000	0.000
HNRNPC	0.005	0.005	0.000	0.000	-	-	0.875080359686485	0.010	0.010	0.000	0.000
EPB41	0.005	0.005	0.000	0.000	-	-	0.854500182014136	0.025	0.025	0.000	0.000
CDC25C	0.005	0.005	0.000	0.000	-	-	0.854500182014136	0.010	0.010	0.000	0.000
CBFA2T3	0.005	0.005	0.000	0.000	CC	-	0.854500182014136	0.035	0.035	0.000	0.000
BAX	0.005	0.005	0.000	0.000	-	-	0.854500182014136	0.025	0.025	0.000	0.000
POLR3A	0.005	0.005	0.000	0.000	-	-	0.853562698886692	0.015	0.015	0.000	0.000
IPO8	0.005	0.005	0.000	0.000	-	-	0.853562698886692	0.025	0.020	0.005	0.000
HLA-DRA	0.005	0.005	0.000	0.000	-	-	0.830283717227742	0.025	0.025	0.000	0.000
PPP3CA	0.005	0.005	0.000	0.000	-	-	0.80725471966301	0.020	0.020	0.000	0.000
CAMK2G	0.005	0.005	0.000	0.000	-	-	0.80725471966301	0.035	0.035	0.000	0.000
LAMA3	0.005	0.005	0.000	0.000	-	-	0.788932280189051	0.056	0.056	0.000	0.000
IPO9	0.005	0.005	0.000	0.000	-	-	0.788932280189051	0.025	0.025	0.000	0.000
VLDLR	0.005	0.005	0.000	0.000	-	-	0.781127662204232	0.035	0.035	0.000	0.000
PCDHB8	0.051	0.051	0.000	0.000	-	-	0.780117517594179	0.066	0.066	0.000	0.000
CAV1	0.005	0.005	0.000	0.000	-	-	0.761523402989303	0.005	0.005	0.000	0.000
LIMD1	0.005	0.005	0.000	0.000	-	-	0.760190744599409	0.025	0.025	0.000	0.000
GRM7	0.005	0.005	0.000	0.000	-	-	0.753803386723414	0.071	0.071	0.000	0.000
PIK3CB	0.005	0.005	0.000	0.000	-	PC	0.726643597807919	0.010	0.010	0.000	0.000
ITGB3BP	0.005	0.005	0.000	0.000	-	-	0.726643597807919	0.005	0.005	0.000	0.000
DBF4	0.005	0.005	0.000	0.000	-	-	0.726643597807919	0.020	0.020	0.000	0.000
BGN	0.010	0.010	0.000	0.000	-	-	0.701032147201628	0.025	0.025	0.000	0.000
NLRP12	0.005	0.005	0.000	0.000	-	-	0.699948169491444	0.035	0.035	0.000	0.000
GTF3C2	0.005	0.005	0.000	0.000	-	-	0.699948169491444	0.015	0.015	0.000	0.000
GSK3A	0.005	0.005	0.000	0.000	-	-	0.68617060986747	0.005	0.005	0.000	0.000
PRKCQ	0.005	0.005	0.000	0.000	-	-	0.675975629285576	0.020	0.020	0.000	0.000
MS4A1	0.005	0.005	0.000	0.000	-	-	0.664782341087949	0.015	0.015	0.000	0.000
GRIP1	0.005	0.005	0.000	0.000	-	-	0.664782341087949	0.015	0.015	0.000	0.000
HNRNPH1	0.005	0.005	0.000	0.000	-	-	0.656606970921298	0.010	0.010	0.000	0.000
KCNQ5	0.020	0.020	0.000	0.000	-	-	0.650680225256198	0.061	0.061	0.000	0.000
SRC	0.005	0.005	0.000	0.000	-	-	0.593686364130066	0.005	0.005	0.000	0.000
NCAM2	0.005	0.005	0.000	0.000	-	-	0.593686364130066	0.040	0.040	0.000	0.000
MAX	0.005	0.005	0.000	0.000	-	PC	0.590739258605768	0.020	0.020	0.000	0.000
ATF1	0.005	0.005	0.000	0.000	CC	-	0.590739258605768	0.005	0.005	0.000	0.000
RXRG	0.005	0.005	0.000	0.000	-	-	0.590544955297268	0.025	0.025	0.000	0.000
GRM1	0.005	0.005	0.000	0.000	-	-	0.590544955297268	0.061	0.061	0.000	0.000
RTN4	0.005	0.005	0.000	0.000	-	-	0.58184299305596	0.040	0.040	0.000	0.000
CTNNA3	0.030	0.030	0.000	0.000	-	-	0.564129721040263	0.066	0.066	0.000	0.000
PDGFA	0.005	0.005	0.000	0.000	-	-	0.546212527924399	0.005	0.005	0.000	0.000
DAZ4	0.126	0.000	0.126	0.000	-	-	0.506107538581501	0.404	0.000	0.404	0.000
ETS1	0.005	0.005	0.000	0.000	-	-	0.488622206240984	0.010	0.010	0.000	0.000
CSNK1D	0.005	0.005	0.000	0.000	-	-	0.488622206240984	0.030	0.030	0.000	0.000
IMP4	0.005	0.005	0.000	0.000	-	-	0.484924611939199	0.015	0.015	0.000	0.000
LAMB2	0.005	0.005	0.000	0.000	-	-	0.44306211410631	0.035	0.035	0.000	0.000
JAK2	0.005	0.005	0.000	0.000	CC	PC	0.399568254890507	0.025	0.025	0.000	0.000
HNRNPA1	0.005	0.005	0.000	0.000	-	-	0.398446807208374	0.010	0.010	0.000	0.000
KRT1	0.091	0.091	0.000	0.000	-	-	0.386784088496791	0.116	0.116	0.000	0.000
PCDHA3	0.030	0.030	0.000	0.000	-	-	0.342902775410831	0.051	0.051	0.000	0.000
ITGA5	0.005	0.005	0.000	0.000	-	-	0.309173048222054	0.020	0.020	0.000	0.000
CTNNA2	0.015	0.015	0.000	0.000	-	-	0.289591571094005	0.076	0.076	0.000	0.000
PCDH15	0.025	0.025	0.000	0.000	-	-	0.283427404464388	0.101	0.101	0.000	0.000
PCDHGB5	0.015	0.015	0.000	0.000	-	-	0.250248035679337	0.030	0.030	0.000	0.000
SVEP1	0.030	0.030	0.000	0.000	-	-	0.249834384307018	0.071	0.071	0.000	0.000
PCDH11Y	0.030	0.015	0.015	0.000	-	-	0.242951155616909	0.081	0.040	0.040	0.000
INADL	0.010	0.010	0.000	0.000	-	-	0.236918674137604	0.051	0.051	0.000	0.000
KCNN3	0.101	0.101	0.000	0.000	-	-	0.219514593078536	0.162	0.162	0.000	0.000
HAP1	0.035	0.035	0.000	0.000	-	-	0.207841813160407	0.056	0.056	0.000	0.000
PCDHGA5	0.015	0.015	0.000	0.000	-	-	0.207728591859175	0.056	0.056	0.000	0.000
MLL3	0.066	0.066	0.000	0.000	CC	PC	0.206717043274508	0.101	0.101	0.000	0.000
CDH9	0.015	0.015	0.000	0.000	-	-	0.200111948940422	0.056	0.056	0.000	0.000
DCC	0.010	0.010	0.000	0.000	-	-	0.194292534132496	0.056	0.056	0.000	0.000
PCDHAC2	0.010	0.010	0.000	0.000	-	-	0.193005233867823	0.030	0.030	0.000	0.000
CNTNAP2	0.035	0.035	0.000	0.000	-	-	0.192747402230429	0.066	0.066	0.000	0.000
SCNN1D	0.020	0.020	0.000	0.000	-	-	0.16746045736814	0.035	0.035	0.000	0.000
CACNA1A	0.020	0.020	0.000	0.000	-	-	0.167326400348143	0.091	0.091	0.000	0.000
PCDHB13	0.005	0.005	0.000	0.000	-	-	0.161631811874046	0.020	0.020	0.000	0.000
PCDHB12	0.010	0.010	0.000	0.000	-	-	0.160061413279547	0.056	0.056	0.000	0.000
PCDHA2	0.025	0.025	0.000	0.000	-	-	0.15988768302129	0.091	0.091	0.000	0.000
RAB27B	0.005	0.005	0.000	0.000	-	-	0.157495580130732	0.005	0.005	0.000	0.000
GTF2E1	0.005	0.005	0.000	0.000	-	-	0.155278282260112	0.025	0.025	0.000	0.000
PCDHA4	0.005	0.005	0.000	0.000	-	-	0.152975343441192	0.051	0.051	0.000	0.000
PDZD2	0.030	0.030	0.000	0.000	-	-	0.14661933645927	0.066	0.066	0.000	0.000
PCDHA5	0.010	0.010	0.000	0.000	-	-	0.145952866818382	0.061	0.061	0.000	0.000
CCR10	0.005	0.005	0.000	0.000	-	-	0.141792263517245	0.010	0.010	0.000	0.000
TCHH	0.051	0.051	0.000	0.000	-	-	0.135487875826057	0.106	0.106	0.000	0.000
ADCY3	0.010	0.010	0.000	0.000	-	-	0.128712917033347	0.020	0.020	0.000	0.000
TNFAIP6	0.005	0.005	0.000	0.000	-	-	0.127696029624553	0.025	0.025	0.000	0.000
PCDHGA11	0.010	0.010	0.000	0.000	-	-	0.125758965279687	0.051	0.051	0.000	0.000
MPDZ	0.010	0.010	0.000	0.000	-	-	0.123351570621744	0.040	0.040	0.000	0.000
FBLN2	0.005	0.005	0.000	0.000	-	-	0.122887653703748	0.030	0.030	0.000	0.000
COL2A1	0.005	0.005	0.000	0.000	-	-	0.12218698499433	0.056	0.056	0.000	0.000
SLIT3	0.015	0.015	0.000	0.000	-	-	0.117804153230267	0.056	0.056	0.000	0.000
ABCB1	0.030	0.030	0.000	0.000	-	PC	0.116302634629251	0.071	0.071	0.000	0.000
DCLK1	0.020	0.020	0.000	0.000	-	-	0.116002744132066	0.045	0.045	0.000	0.000
UBE3A	0.005	0.005	0.000	0.000	-	-	0.115358127925926	0.040	0.040	0.000	0.000
CLDN10	0.005	0.005	0.000	0.000	-	-	0.112257607714284	0.020	0.020	0.000	0.000
RARS	0.005	0.005	0.000	0.000	-	-	0.109385733101131	0.025	0.025	0.000	0.000
CACNA1D	0.015	0.015	0.000	0.000	-	-	0.107341273063519	0.086	0.086	0.000	0.000
CACNA2D2	0.005	0.005	0.000	0.000	-	-	0.10572862033151	0.035	0.035	0.000	0.000
EEF1D	0.035	0.035	0.000	0.000	-	-	0.104554707697845	0.056	0.056	0.000	0.000
