GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
NKX2-1	0.006	0.006	0.000	0.000	CC	-	10.2522804864267	0.024	0.024	0.000	0.000
TNFRSF10D	0.006	0.006	0.000	0.000	-	-	10.1533539862355	0.042	0.018	0.024	0.000
RAF1	0.006	0.006	0.000	0.000	CC	-	10.1533539862355	0.030	0.018	0.000	0.012
NR2F1	0.006	0.006	0.000	0.000	-	-	10.0581489172552	0.030	0.012	0.018	0.000
MED21	0.006	0.006	0.000	0.000	-	-	10.0581489172552	0.042	0.012	0.006	0.024
COL4A1	0.012	0.012	0.000	0.000	-	-	10.0334083356423	0.095	0.060	0.000	0.036
TFAP2A	0.006	0.000	0.000	0.006	-	-	9.83742632866	0.012	0.000	0.006	0.006
RHOB	0.006	0.000	0.000	0.006	-	-	9.83742632866	0.012	0.006	0.000	0.006
ID2	0.006	0.000	0.000	0.006	-	-	9.83742632866	0.006	0.000	0.000	0.006
IL5RA	0.012	0.006	0.006	0.000	-	-	9.80687171972523	0.054	0.018	0.030	0.006
PUF60	0.012	0.000	0.000	0.012	-	-	9.7063032798094	0.077	0.012	0.000	0.065
PGR	0.006	0.006	0.000	0.000	-	-	9.48635359555631	0.060	0.060	0.000	0.000
SMARCB1	0.012	0.006	0.000	0.006	CC	-	9.4323341792381	0.030	0.024	0.000	0.006
VCL	0.012	0.000	0.006	0.006	-	-	9.39434825377831	0.030	0.000	0.006	0.024
MED31	0.006	0.000	0.006	0.000	-	-	9.37791779653637	0.012	0.000	0.012	0.000
ITGAE	0.006	0.000	0.006	0.000	-	-	9.37791779653637	0.042	0.030	0.012	0.000
FCER1G	0.006	0.000	0.000	0.006	-	-	9.37791779653637	0.024	0.000	0.000	0.024
DVL2	0.006	0.000	0.006	0.000	-	-	9.37791779653637	0.018	0.006	0.012	0.000
RHOJ	0.006	0.000	0.000	0.006	-	-	9.37672652748417	0.018	0.012	0.000	0.006
RGL4	0.006	0.000	0.000	0.006	-	-	9.37672652748417	0.006	0.000	0.000	0.006
POLR2A	0.012	0.012	0.000	0.000	-	-	9.28937922718962	0.071	0.060	0.012	0.000
PLAT	0.012	0.006	0.000	0.006	-	-	9.17187292854017	0.054	0.012	0.012	0.030
NOLC1	0.006	0.006	0.000	0.000	-	-	9.15046847243196	0.042	0.030	0.006	0.006
GRAP	0.006	0.000	0.000	0.006	-	-	9.15046847243196	0.030	0.000	0.018	0.012
TCEB3B	0.018	0.018	0.000	0.000	-	-	9.12588510094924	0.083	0.054	0.030	0.000
IL2RA	0.006	0.000	0.000	0.006	-	-	9.07900169117196	0.024	0.000	0.006	0.018
TRAF1	0.012	0.006	0.000	0.006	-	-	9.04926468137715	0.030	0.012	0.000	0.018
IRS2	0.006	0.000	0.000	0.006	-	PC	8.91706571393595	0.065	0.024	0.000	0.042
GNA15	0.006	0.000	0.006	0.000	-	-	8.91706571393595	0.030	0.012	0.018	0.000
STK11	0.012	0.006	0.006	0.000	CC	PC	8.8667521617388	0.036	0.012	0.018	0.006
JAK1	0.006	0.006	0.000	0.000	CC	-	8.8599668814075	0.024	0.024	0.000	0.000
TNFRSF1B	0.006	0.000	0.006	0.000	-	-	8.75913585601167	0.024	0.006	0.006	0.012
SMC4	0.006	0.006	0.000	0.000	-	-	8.75913585601167	0.083	0.042	0.006	0.042
PTRF	0.006	0.006	0.000	0.000	-	-	8.75913585601167	0.030	0.006	0.000	0.024
FLNC	0.006	0.006	0.000	0.000	-	-	8.75913585601167	0.107	0.089	0.006	0.012
CUL5	0.006	0.006	0.000	0.000	-	-	8.75913585601167	0.042	0.042	0.000	0.000
CNTN5	0.006	0.006	0.000	0.000	-	-	8.75913585601167	0.071	0.060	0.012	0.000
THRB	0.006	0.006	0.000	0.000	-	-	8.72655590092042	0.042	0.030	0.006	0.006
KLC1	0.006	0.006	0.000	0.000	-	-	8.72655590092042	0.018	0.018	0.000	0.000
COL2A1	0.006	0.006	0.000	0.000	-	-	8.72655590092042	0.071	0.060	0.012	0.000
CDH23	0.012	0.012	0.000	0.000	-	-	8.49572749613639	0.125	0.113	0.000	0.018
CCNB3	0.030	0.024	0.006	0.000	-	-	8.43433684131575	0.071	0.060	0.012	0.000
NRG1	0.012	0.012	0.000	0.000	-	-	8.3102098153222	0.077	0.054	0.018	0.006
VDAC1	0.006	0.000	0.006	0.000	-	-	8.21028466578702	0.030	0.006	0.018	0.006
PCDHA7	0.006	0.006	0.000	0.000	-	-	8.21028466578702	0.065	0.060	0.000	0.006
KCNA4	0.006	0.006	0.000	0.000	-	-	8.21028466578702	0.054	0.048	0.000	0.006
FGF17	0.006	0.000	0.006	0.000	-	-	8.21028466578702	0.042	0.018	0.024	0.000
BMPR1A	0.006	0.000	0.006	0.000	CC	-	8.21028466578702	0.042	0.006	0.030	0.006
PPARGC1A	0.024	0.024	0.000	0.000	-	-	8.20781605500489	0.065	0.054	0.012	0.000
PCDHA9	0.006	0.006	0.000	0.000	-	-	8.11692984888589	0.054	0.048	0.000	0.006
AIFM1	0.006	0.006	0.000	0.000	-	-	8.09981413602351	0.018	0.006	0.000	0.012
PCDH9	0.006	0.000	0.000	0.006	-	-	8.06627518556768	0.060	0.048	0.006	0.012
IL13RA1	0.012	0.006	0.006	0.000	-	-	7.9620552054536	0.030	0.018	0.006	0.006
PRKCH	0.006	0.006	0.000	0.000	-	-	7.9340828712381	0.036	0.024	0.006	0.006
ACAN	0.006	0.006	0.000	0.000	-	-	7.9340828712381	0.101	0.071	0.000	0.030
HSF1	0.012	0.000	0.000	0.012	-	-	7.71003296217106	0.071	0.006	0.000	0.065
STX1A	0.006	0.000	0.000	0.006	-	-	7.52630657268667	0.030	0.012	0.000	0.024
CD53	0.006	0.006	0.000	0.000	-	-	7.4633958215794	0.012	0.006	0.006	0.000
CSE1L	0.006	0.000	0.000	0.006	-	-	7.44590803890863	0.054	0.012	0.000	0.042
CD40	0.006	0.000	0.000	0.006	-	-	7.44590803890863	0.036	0.000	0.000	0.036
CPT1A	0.012	0.000	0.000	0.012	-	-	7.44382552413911	0.083	0.030	0.006	0.048
TJP2	0.006	0.000	0.006	0.000	-	PC	7.43775826263762	0.060	0.036	0.024	0.000
MDC1	0.024	0.018	0.000	0.006	-	PC	7.37722635840618	0.101	0.083	0.012	0.012
SUPT16H	0.006	0.000	0.006	0.000	-	-	7.31835514957089	0.042	0.024	0.012	0.006
MMP14	0.006	0.000	0.006	0.000	-	-	7.31835514957089	0.024	0.000	0.018	0.006
ANK1	0.006	0.006	0.000	0.000	-	-	7.31835514957089	0.095	0.054	0.012	0.030
PDX1	0.006	0.000	0.006	0.000	-	-	7.30180490019268	0.024	0.006	0.006	0.012
LMO3	0.006	0.000	0.006	0.000	-	-	7.30180490019268	0.024	0.018	0.006	0.000
LCP1	0.006	0.000	0.000	0.006	CC	PC	7.30180490019268	0.060	0.030	0.000	0.030
MAPK11	0.006	0.000	0.006	0.000	-	-	7.24539813931572	0.036	0.006	0.036	0.000
BIRC3	0.006	0.006	0.000	0.000	CC	-	7.19405201858625	0.012	0.012	0.000	0.000
PLG	0.006	0.006	0.000	0.000	-	-	7.17689949324732	0.042	0.036	0.006	0.000
MAPK9	0.006	0.006	0.000	0.000	-	-	7.17689949324732	0.036	0.012	0.012	0.012
ARF1	0.006	0.000	0.006	0.000	-	-	7.17689949324732	0.024	0.006	0.006	0.012
PCDHB9	0.006	0.006	0.000	0.000	-	-	7.17658938160512	0.089	0.089	0.000	0.000
MPZ	0.006	0.000	0.000	0.006	-	-	7.17658938160512	0.024	0.000	0.000	0.024
HLTF	0.006	0.000	0.000	0.006	-	-	7.17658938160512	0.042	0.024	0.000	0.018
RHOT1	0.006	0.000	0.000	0.006	-	-	7.06609081296101	0.030	0.000	0.000	0.030
KCNIP3	0.006	0.000	0.000	0.006	-	-	7.06609081296101	0.036	0.030	0.000	0.006
GNAS	0.006	0.000	0.000	0.006	CC	PC	7.06609081296101	0.137	0.071	0.006	0.060
PPP1CA	0.006	0.000	0.000	0.006	-	-	7.01522647182738	0.042	0.006	0.006	0.030
HTT	0.006	0.006	0.000	0.000	-	-	7.01522647182738	0.095	0.077	0.012	0.006
CHKA	0.006	0.000	0.000	0.006	-	-	7.01522647182738	0.054	0.006	0.006	0.042
BCL11A	0.006	0.006	0.000	0.000	CC	-	7.01522647182738	0.054	0.054	0.000	0.000
RASGRP4	0.006	0.000	0.000	0.006	-	-	6.94822810672637	0.036	0.012	0.000	0.024
PSENEN	0.006	0.000	0.000	0.006	-	-	6.94822810672637	0.048	0.012	0.006	0.030
GSK3A	0.006	0.000	0.000	0.006	-	-	6.94822810672637	0.012	0.000	0.006	0.006
ERCC2	0.006	0.000	0.000	0.006	CC	PC	6.94822810672637	0.036	0.024	0.000	0.012
CEBPA	0.006	0.000	0.000	0.006	CC	PC	6.94822810672637	0.048	0.000	0.018	0.030
SHC3	0.012	0.006	0.000	0.006	-	-	6.77936916430628	0.054	0.036	0.012	0.006
TLN2	0.012	0.012	0.000	0.000	-	-	6.76389792664481	0.113	0.089	0.012	0.012
NTRK2	0.006	0.006	0.000	0.000	-	-	6.65777816641119	0.042	0.030	0.012	0.000
PIK3R5	0.006	0.006	0.000	0.000	-	-	6.59402815629958	0.048	0.030	0.018	0.000
RFX6	0.006	0.006	0.000	0.000	-	-	6.53592052670357	0.048	0.042	0.006	0.000
GRB7	0.006	0.000	0.000	0.006	-	-	6.52095206752548	0.107	0.024	0.000	0.083
HDAC2	0.006	0.000	0.006	0.000	-	-	6.37778909615595	0.012	0.006	0.006	0.000
SALL2	0.024	0.006	0.012	0.006	-	-	6.34478591418084	0.042	0.024	0.012	0.006
SMARCD2	0.006	0.000	0.000	0.006	-	-	6.23868453089149	0.048	0.024	0.000	0.024
PRKAR1B	0.006	0.000	0.000	0.006	-	-	6.23868453089149	0.071	0.018	0.000	0.054
LHX2	0.006	0.000	0.000	0.006	-	-	6.23868453089149	0.036	0.018	0.000	0.018
ERN1	0.006	0.000	0.000	0.006	-	-	6.23868453089149	0.042	0.024	0.000	0.024
TERF1	0.006	0.006	0.000	0.000	-	-	6.12441205773488	0.054	0.012	0.000	0.042
FGF3	0.006	0.000	0.000	0.006	-	-	6.11299526475417	0.077	0.006	0.006	0.065
FCHSD2	0.006	0.000	0.000	0.006	-	-	6.11299526475417	0.048	0.012	0.012	0.024
SOCS3	0.006	0.006	0.000	0.000	-	-	6.03786717843762	0.024	0.012	0.000	0.012
ARVCF	0.006	0.006	0.000	0.000	-	-	6.03786717843762	0.042	0.036	0.000	0.006
GRIN2A	0.006	0.006	0.000	0.000	-	-	5.88499337825993	0.065	0.060	0.000	0.006
LRRC7	0.024	0.024	0.000	0.000	-	-	5.80879373457658	0.095	0.089	0.006	0.000
SVEP1	0.012	0.006	0.000	0.006	-	-	5.76660738116365	0.101	0.095	0.000	0.006
CACNA1B	0.006	0.006	0.000	0.000	-	-	5.72236340728451	0.119	0.089	0.000	0.030
EFNB2	0.006	0.000	0.000	0.006	-	-	5.68411527793263	0.036	0.006	0.000	0.030
TNIK	0.006	0.000	0.000	0.006	-	-	5.653598533578	0.101	0.036	0.006	0.065
NR4A2	0.006	0.006	0.000	0.000	-	PC	5.64955433422648	0.042	0.036	0.006	0.000
ADCY2	0.006	0.006	0.000	0.000	-	-	5.64955433422648	0.101	0.065	0.006	0.036
TNFSF10	0.012	0.000	0.000	0.012	-	-	5.5092347296074	0.077	0.012	0.006	0.060
NRP1	0.006	0.006	0.000	0.000	-	-	5.49864461066482	0.083	0.065	0.000	0.018
FASLG	0.006	0.006	0.000	0.000	-	-	5.4931985968664	0.018	0.012	0.000	0.006
STAT2	0.006	0.006	0.000	0.000	-	-	5.38127018331941	0.024	0.018	0.000	0.006
PIAS1	0.006	0.006	0.000	0.000	-	-	5.38127018331941	0.042	0.030	0.006	0.006
HES1	0.006	0.000	0.000	0.006	-	-	5.37858307204759	0.060	0.000	0.006	0.054
CD2AP	0.018	0.006	0.006	0.006	-	-	5.3435089418559	0.048	0.018	0.006	0.024
SMARCC2	0.006	0.006	0.000	0.000	-	-	5.32729361823245	0.042	0.030	0.000	0.012
SIAH1	0.006	0.000	0.000	0.006	-	-	5.19853840087139	0.018	0.006	0.006	0.006
RAPGEF6	0.006	0.000	0.006	0.000	-	-	5.19853840087139	0.083	0.042	0.036	0.006
CDH3	0.012	0.006	0.006	0.000	-	-	4.71753831218549	0.048	0.036	0.012	0.000
COL4A5	0.006	0.006	0.000	0.000	-	-	4.61976400468146	0.048	0.048	0.000	0.000
RGS12	0.006	0.006	0.000	0.000	-	-	4.36422678807016	0.095	0.077	0.012	0.006
TNR	0.006	0.006	0.000	0.000	-	-	3.93134907454633	0.071	0.054	0.006	0.012
SDCBP2	0.012	0.000	0.000	0.012	-	-	3.84302277581463	0.030	0.012	0.000	0.018
TNF	0.006	0.000	0.000	0.006	-	-	3.81766087298357	0.024	0.000	0.012	0.012
PRNP	0.006	0.000	0.000	0.006	-	-	3.81766087298357	0.036	0.024	0.000	0.018
PBX2	0.006	0.000	0.000	0.006	-	-	3.81766087298357	0.042	0.018	0.012	0.012
PAK7	0.006	0.000	0.000	0.006	-	-	3.81766087298357	0.054	0.036	0.000	0.018
PIK3C3	0.006	0.006	0.000	0.000	-	-	3.81659794176374	0.065	0.036	0.024	0.012
TUBA1A	0.006	0.000	0.000	0.006	-	PC	3.66821376086742	0.018	0.006	0.006	0.006
GNB2	0.012	0.000	0.000	0.012	-	-	3.57804335492836	0.054	0.012	0.000	0.042
PON1	0.006	0.000	0.000	0.006	-	-	3.31694231841304	0.065	0.012	0.000	0.060
CDKN1C	0.006	0.000	0.006	0.000	-	-	3.31694231841304	0.018	0.000	0.018	0.000
TNFRSF1A	0.006	0.006	0.000	0.000	-	-	3.07593403073723	0.024	0.018	0.000	0.006
FOXM1	0.018	0.012	0.000	0.006	-	-	3.0148271811491	0.030	0.012	0.006	0.012
TAF1L	0.006	0.006	0.000	0.000	-	-	2.95357554230515	0.071	0.060	0.000	0.012
ZMIZ2	0.006	0.006	0.000	0.000	-	-	2.79707646302104	0.060	0.036	0.000	0.024
TRPC3	0.006	0.006	0.000	0.000	-	-	2.79707646302104	0.042	0.042	0.000	0.000
ROBO1	0.006	0.006	0.000	0.000	-	-	2.69255237610981	0.101	0.089	0.006	0.006
COL4A3	0.006	0.006	0.000	0.000	-	-	2.61073411787646	0.030	0.030	0.000	0.000
ADAMTS5	0.006	0.000	0.006	0.000	-	-	2.43317910191235	0.077	0.065	0.012	0.000
PIP4K2A	0.006	0.000	0.000	0.006	-	-	2.00800377316059	0.030	0.012	0.000	0.018
UNC5A	0.006	0.006	0.000	0.000	-	-	1.61359153693058	0.054	0.030	0.012	0.012
SYK	0.012	0.006	0.000	0.006	CC	-	1.34103927409288	0.042	0.030	0.006	0.006
INSRR	0.012	0.006	0.000	0.006	-	-	1.29581336298065	0.024	0.012	0.000	0.012
TMOD1	0.006	0.000	0.000	0.006	-	-	1.28617056743988	0.024	0.006	0.012	0.006
HAX1	0.006	0.000	0.000	0.006	-	-	1.28617056743988	0.018	0.006	0.000	0.012
NCAN	0.006	0.006	0.000	0.000	-	-	1.12917365321108	0.077	0.071	0.000	0.006
MITF	0.006	0.000	0.000	0.006	CC	-	1.12917365321108	0.036	0.024	0.000	0.012
ABCC9	0.101	0.089	0.000	0.012	-	-	0.760801732128756	0.131	0.107	0.012	0.012
FMN2	0.125	0.101	0.006	0.018	-	-	0.7339206452108	0.125	0.101	0.006	0.018
TNC	0.012	0.012	0.000	0.000	-	-	0.688069308965726	0.089	0.071	0.000	0.018
PCDHB10	0.006	0.006	0.000	0.000	-	-	0.662649778845839	0.042	0.042	0.000	0.006
CDH19	0.006	0.006	0.000	0.000	-	-	0.64592190955778	0.036	0.024	0.012	0.000
DTNA	0.012	0.006	0.000	0.006	-	-	0.563265761712994	0.060	0.024	0.012	0.024
EPHA3	0.018	0.018	0.000	0.000	-	-	0.553080666819602	0.071	0.065	0.000	0.006
TSTA3	0.095	0.030	0.006	0.060	-	-	0.544445150320143	0.101	0.030	0.006	0.065
HOXD4	0.006	0.006	0.000	0.000	-	-	0.525288316744396	0.042	0.030	0.012	0.000
FOXP4	0.054	0.012	0.000	0.042	-	-	0.505161034609784	0.060	0.012	0.000	0.048
PAPPA2	0.036	0.030	0.000	0.006	-	-	0.453991217983789	0.054	0.048	0.000	0.006
EBF3	0.042	0.018	0.006	0.018	-	-	0.446012341663222	0.065	0.036	0.006	0.024
ODZ1	0.083	0.083	0.000	0.000	-	-	0.445456675863516	0.125	0.125	0.000	0.000
FOXP2	0.048	0.018	0.000	0.030	-	-	0.418946149916622	0.071	0.042	0.000	0.030
GMDS	0.071	0.006	0.065	0.000	-	-	0.415040454013757	0.095	0.006	0.083	0.006
CDH8	0.006	0.006	0.000	0.000	-	-	0.403525320504285	0.083	0.065	0.018	0.000
SCML2	0.006	0.006	0.000	0.000	-	-	0.387828427994871	0.048	0.018	0.024	0.006
CYC1	0.006	0.000	0.000	0.006	-	-	0.384602358237203	0.065	0.000	0.000	0.065
ZNF423	0.036	0.024	0.012	0.000	-	-	0.374384020186704	0.054	0.042	0.012	0.000
FOXP1	0.048	0.018	0.024	0.006	CC	-	0.363826788768227	0.060	0.024	0.024	0.012
KLHL9	0.060	0.000	0.060	0.000	-	-	0.347186824679496	0.083	0.018	0.065	0.000
CNTN4	0.060	0.036	0.024	0.000	-	-	0.33752098880106	0.107	0.065	0.036	0.006
PCDHB8	0.006	0.006	0.000	0.000	-	-	0.328573180502548	0.083	0.077	0.000	0.006
POLD4	0.018	0.000	0.000	0.018	-	-	0.328002371413135	0.036	0.000	0.006	0.030
KRT14	0.065	0.012	0.000	0.054	-	-	0.323559552526684	0.065	0.012	0.000	0.054
JPH2	0.036	0.006	0.000	0.030	-	-	0.323524852414663	0.065	0.018	0.000	0.048
CELSR3	0.006	0.006	0.000	0.000	-	-	0.314445509162296	0.119	0.101	0.018	0.000
EBF1	0.036	0.030	0.006	0.000	CC	-	0.312358772839837	0.048	0.042	0.006	0.000
EED	0.018	0.000	0.000	0.018	-	-	0.305156007915635	0.018	0.000	0.000	0.018
SVIL	0.071	0.048	0.006	0.018	-	-	0.297396118539776	0.083	0.060	0.006	0.018
MEF2C	0.006	0.006	0.000	0.000	-	-	0.294111327648752	0.030	0.012	0.018	0.000
IGFBP4	0.024	0.000	0.000	0.024	-	-	0.294052430485888	0.065	0.006	0.000	0.060
EBF2	0.024	0.006	0.018	0.000	-	-	0.280704066768325	0.060	0.036	0.024	0.000
PCDHA13	0.006	0.006	0.000	0.000	-	-	0.27603394352533	0.065	0.065	0.000	0.006
ZFHX4	0.065	0.036	0.000	0.036	-	-	0.263976212177439	0.202	0.155	0.006	0.048
KCND2	0.012	0.012	0.000	0.000	-	-	0.26199205858176	0.077	0.054	0.000	0.024
MNDA	0.006	0.006	0.000	0.000	-	-	0.252106417750723	0.054	0.042	0.000	0.012
KIF2B	0.101	0.089	0.000	0.012	-	-	0.249882746725684	0.125	0.113	0.000	0.012
GFM1	0.036	0.018	0.000	0.018	-	-	0.246335891299344	0.065	0.018	0.006	0.042
SSH2	0.018	0.018	0.000	0.000	-	-	0.244818849081572	0.071	0.060	0.006	0.006
ADRBK1	0.042	0.006	0.006	0.030	-	-	0.24068283280843	0.060	0.024	0.006	0.030
JPH1	0.024	0.000	0.006	0.018	-	-	0.238645284747501	0.065	0.024	0.006	0.042
PRSS3	0.006	0.000	0.000	0.006	-	-	0.237146443838179	0.030	0.012	0.000	0.018
PCDH19	0.006	0.006	0.000	0.000	-	-	0.233349565922468	0.095	0.095	0.000	0.000
PEG3	0.042	0.036	0.000	0.006	-	-	0.221573047290882	0.113	0.107	0.000	0.006
QKI	0.006	0.000	0.006	0.000	-	-	0.218770867061818	0.036	0.018	0.012	0.006
MARK3	0.006	0.006	0.000	0.000	-	-	0.214711594550375	0.018	0.018	0.000	0.000
HAP1	0.018	0.000	0.000	0.018	-	-	0.208916384003892	0.071	0.006	0.000	0.065
KCNQ5	0.030	0.018	0.000	0.012	-	-	0.20684831651865	0.095	0.071	0.006	0.018
RAD1	0.018	0.006	0.000	0.012	-	-	0.205546809819153	0.077	0.012	0.006	0.060
SALL1	0.042	0.042	0.000	0.000	-	-	0.204548146418628	0.089	0.077	0.012	0.000
TNKS	0.036	0.018	0.006	0.012	-	-	0.200509992974711	0.089	0.048	0.018	0.024
GRIK2	0.012	0.000	0.012	0.000	-	-	0.200346718478821	0.077	0.036	0.030	0.012
ITGB6	0.006	0.000	0.000	0.006	-	-	0.198852539620846	0.036	0.018	0.012	0.006
EFNA1	0.006	0.000	0.000	0.006	-	-	0.197238699300052	0.030	0.012	0.000	0.018
ACVR1B	0.024	0.018	0.006	0.000	-	PC	0.191083313694979	0.048	0.036	0.012	0.006
IGFBP3	0.018	0.006	0.000	0.012	-	-	0.18983466688167	0.042	0.018	0.000	0.024
CDH7	0.006	0.006	0.000	0.000	-	-	0.186609424042833	0.071	0.060	0.012	0.000
DTX2	0.048	0.012	0.006	0.030	-	-	0.185321792299575	0.071	0.024	0.006	0.042
MUC2	0.024	0.024	0.000	0.000	-	-	0.180309371842748	0.054	0.054	0.000	0.000
DST	0.065	0.065	0.000	0.000	-	-	0.179934266137915	0.095	0.077	0.000	0.018
EPHA5	0.006	0.006	0.000	0.000	-	-	0.17618428454247	0.095	0.083	0.000	0.012
ADAP1	0.054	0.006	0.000	0.048	-	-	0.171329093329367	0.065	0.006	0.006	0.054
KIF21B	0.065	0.060	0.000	0.006	-	-	0.169481819653366	0.083	0.071	0.000	0.012
PHC3	0.006	0.000	0.000	0.006	-	-	0.165255804808307	0.089	0.006	0.006	0.077
LINGO1	0.006	0.000	0.000	0.006	-	-	0.162565127353726	0.036	0.024	0.000	0.018
ZWINT	0.024	0.024	0.000	0.000	-	-	0.161103106621069	0.042	0.030	0.000	0.012
DCLK1	0.036	0.036	0.000	0.006	-	-	0.160461481567212	0.071	0.060	0.000	0.018
ANGPTL1	0.018	0.006	0.006	0.006	-	-	0.154304834796677	0.036	0.012	0.006	0.018
PRDX1	0.006	0.000	0.000	0.006	-	-	0.146039952502477	0.018	0.006	0.000	0.012
MAP3K13	0.006	0.000	0.000	0.006	-	-	0.146039952502477	0.083	0.036	0.000	0.048
EFNA2	0.006	0.000	0.006	0.000	-	-	0.143446982996207	0.030	0.006	0.018	0.006
DHFRL1	0.006	0.006	0.000	0.000	-	-	0.139303036337678	0.018	0.006	0.012	0.000
AGAP2	0.012	0.000	0.000	0.012	-	-	0.135405680217743	0.030	0.012	0.000	0.018
YEATS4	0.012	0.000	0.000	0.012	-	-	0.134946681909831	0.042	0.006	0.000	0.036
VARS	0.018	0.012	0.006	0.000	-	-	0.131519398499071	0.060	0.042	0.012	0.012
ARID2	0.042	0.018	0.024	0.000	CC	PC	0.13146794400405	0.095	0.060	0.024	0.012
FGF14	0.024	0.018	0.000	0.006	-	-	0.128617641312535	0.054	0.024	0.006	0.024
SKP2	0.024	0.000	0.000	0.024	-	-	0.128286995847836	0.101	0.018	0.006	0.077
FZR1	0.012	0.012	0.000	0.000	-	-	0.127793588491336	0.024	0.012	0.012	0.000
DNAJC3	0.006	0.006	0.000	0.000	-	-	0.126021706714257	0.048	0.018	0.000	0.030
CCNA1	0.006	0.006	0.000	0.000	-	-	0.125461382293079	0.048	0.030	0.000	0.018
FANCD2	0.006	0.006	0.000	0.000	CC	-	0.125348718688657	0.054	0.036	0.006	0.012
NR0B1	0.006	0.000	0.006	0.000	-	-	0.124468109616632	0.024	0.006	0.018	0.000
IGF1	0.006	0.000	0.006	0.000	-	-	0.122917859231673	0.024	0.018	0.006	0.000
GABPB1	0.012	0.006	0.006	0.000	-	-	0.122831479009335	0.018	0.006	0.012	0.000
TFAP2C	0.036	0.006	0.000	0.030	-	-	0.122443293967124	0.065	0.012	0.000	0.054
EEF1D	0.030	0.000	0.006	0.024	-	-	0.117430019048491	0.071	0.000	0.006	0.065
TAF4	0.012	0.006	0.000	0.006	-	-	0.117167453613437	0.119	0.054	0.006	0.060
TOP2A	0.006	0.000	0.000	0.006	-	-	0.115489748555546	0.065	0.006	0.000	0.060
NR4A1	0.012	0.006	0.006	0.000	-	-	0.1135309494498	0.036	0.018	0.012	0.006
ETV5	0.042	0.006	0.000	0.036	CC	-	0.111695730998259	0.060	0.018	0.000	0.042
SSBP2	0.006	0.000	0.000	0.006	-	-	0.107865287163651	0.030	0.006	0.018	0.006
YES1	0.006	0.000	0.000	0.006	-	-	0.105426806026271	0.012	0.006	0.000	0.006
AQR	0.024	0.024	0.000	0.000	-	-	0.103353980331989	0.054	0.054	0.000	0.000
ZFPM2	0.018	0.006	0.000	0.012	-	-	0.102432963587495	0.101	0.054	0.000	0.054
DDIT3	0.006	0.000	0.000	0.006	CC	-	0.10237637919836	0.030	0.012	0.000	0.018
EEF1A2	0.024	0.000	0.000	0.024	-	-	0.101750355773299	0.083	0.018	0.006	0.060
BCR	0.012	0.006	0.000	0.006	CC	-	0.101579184992204	0.054	0.042	0.000	0.012
GPR124	0.048	0.036	0.012	0.000	-	-	0.101388704286352	0.054	0.042	0.012	0.000
MIB1	0.012	0.006	0.000	0.006	-	-	0.0989844686585449	0.083	0.024	0.006	0.054
GRIN2B	0.006	0.000	0.006	0.000	-	-	0.0980061727431905	0.071	0.065	0.006	0.000
POLD3	0.006	0.000	0.000	0.006	-	-	0.0921664999168	0.042	0.006	0.012	0.024
PPP2R5B	0.018	0.006	0.000	0.012	-	-	0.0916651044666439	0.048	0.030	0.006	0.012
EEF1B2	0.012	0.006	0.006	0.000	-	-	0.0897927484729303	0.012	0.006	0.006	0.000
ECH1	0.012	0.000	0.000	0.012	-	-	0.0885702115618435	0.024	0.000	0.000	0.024
TRIM37	0.006	0.000	0.000	0.006	-	-	0.0877249272069762	0.065	0.042	0.012	0.012
TFEC	0.030	0.018	0.000	0.012	-	-	0.0869672916613225	0.065	0.018	0.000	0.048
EPPK1	0.018	0.012	0.000	0.006	-	-	0.0860920757006581	0.137	0.071	0.000	0.065
RAD50	0.006	0.006	0.000	0.000	-	-	0.084935599203994	0.065	0.042	0.018	0.006
CORO2A	0.018	0.006	0.006	0.006	-	-	0.0846628787517533	0.024	0.012	0.006	0.006
NFATC3	0.006	0.006	0.000	0.000	-	-	0.0814789979856411	0.030	0.018	0.006	0.006
KIAA1543	0.036	0.036	0.000	0.000	-	-	0.0813670086046446	0.036	0.036	0.000	0.000
NOD1	0.006	0.006	0.000	0.000	-	-	0.0811451626304494	0.042	0.018	0.000	0.024
WRN	0.012	0.012	0.000	0.000	CC	PC	0.0808719921621066	0.071	0.054	0.012	0.006
STK24	0.006	0.000	0.000	0.006	-	-	0.0803391056470048	0.054	0.024	0.006	0.024
PJA2	0.006	0.000	0.006	0.000	-	-	0.0793056187774411	0.042	0.012	0.024	0.006
PSMC5	0.012	0.006	0.000	0.006	-	-	0.077916681031199	0.042	0.018	0.000	0.024
CR1	0.012	0.012	0.000	0.000	-	-	0.0777607110101998	0.101	0.083	0.000	0.024
NR4A3	0.012	0.012	0.000	0.000	CC	-	0.0773943844978698	0.036	0.024	0.006	0.006
GPNMB	0.024	0.012	0.000	0.012	-	-	0.0763296758015285	0.054	0.018	0.000	0.042
KCNJ8	0.012	0.012	0.000	0.000	-	-	0.0760658710970972	0.048	0.024	0.012	0.012
CNTN3	0.042	0.042	0.000	0.000	-	-	0.0758463127548042	0.089	0.077	0.006	0.006
